panel,model,horizon_months,auroc,ci_low,ci_high,sensitivity,specificity
A_timedep_auroc,NfL,84,0.6659259259259259,0.5140177283536703,0.8177851205137227,,
A_timedep_auroc,NfL,87,0.6479999999999999,0.4879062528094939,0.824774130402048,,
A_timedep_auroc,NfL,90,0.581858407079646,0.3881217577052182,0.7280666931321953,,
A_timedep_auroc,NfL,93,0.581858407079646,0.3881217577052182,0.7280666931321953,,
A_timedep_auroc,NfL,96,0.5457227138643068,0.31596916299559474,0.7353530655805119,,
A_timedep_auroc,NfL,99,0.5457227138643068,0.31596916299559474,0.7353530655805119,,
A_timedep_auroc,ALSFRS slope,6,0.7137266132111493,0.6316572138550876,0.7793153966131908,,
A_timedep_auroc,ALSFRS slope,9,0.734752716788645,0.6618578118385465,0.8017487570730474,,
A_timedep_auroc,ALSFRS slope,12,0.734464391398698,0.6705999396595528,0.7983734058153708,,
A_timedep_auroc,ALSFRS slope,15,0.7273945733899967,0.6594906683603673,0.7920723556585784,,
A_timedep_auroc,ALSFRS slope,18,0.7023233951114691,0.6297532112159934,0.7700402270081863,,
A_timedep_auroc,ALSFRS slope,21,0.6817039908125179,0.6140492027444149,0.7483171574085381,,
A_timedep_auroc,ALSFRS slope,24,0.7004842615012107,0.6265262515922727,0.7746762294403866,,
A_timedep_auroc,ALSFRS slope,27,0.7043226381461676,0.6358641245801383,0.7713046431590389,,
A_timedep_auroc,ALSFRS slope,30,0.7327353395061729,0.6594319596028004,0.7994905845369263,,
A_timedep_auroc,ALSFRS slope,33,0.7653579198176732,0.6913569139885037,0.8287125360552763,,
A_timedep_auroc,ALSFRS slope,36,0.7671088999447209,0.6999549496630089,0.8258424176356589,,
A_timedep_auroc,ALSFRS slope,39,0.8049721659919028,0.7374073045903844,0.8645473961429232,,
A_timedep_auroc,ALSFRS slope,42,0.8115867063235485,0.7430247858176404,0.8697759940040176,,
A_timedep_auroc,ALSFRS slope,45,0.8215408805031446,0.753138375698812,0.8841940686394566,,
A_timedep_auroc,ALSFRS slope,48,0.8320129107981221,0.7599533498276811,0.8903051655590617,,
A_timedep_auroc,ALSFRS slope,51,0.8627906976744186,0.79050460961532,0.9131838872592297,,
A_timedep_auroc,ALSFRS slope,54,0.8743414120126449,0.8111796344488005,0.9288292812902189,,
A_timedep_auroc,ALSFRS slope,57,0.8743636363636365,0.8102050235285854,0.9311841976993568,,
A_timedep_auroc,ALSFRS slope,60,0.8818057187622406,0.8136519479502328,0.9397285037878788,,
A_timedep_auroc,ALSFRS slope,63,0.8860493827160494,0.8187307082847012,0.9378643162393162,,
A_timedep_auroc,ALSFRS slope,66,0.9051622418879055,0.8506504167316795,0.9409926767940305,,
A_timedep_auroc,ALSFRS slope,69,0.9005663939584644,0.8431352311389158,0.9409926767940305,,
A_timedep_auroc,ALSFRS slope,72,0.9011470985155196,0.8363386760731895,0.9434903381642511,,
A_timedep_auroc,ALSFRS slope,75,0.8762183235867447,0.8055102204825656,0.9314607047090048,,
A_timedep_auroc,ALSFRS slope,78,0.8762183235867447,0.8055102204825656,0.9314607047090048,,
