record_type,node_id,x,y,component_id,pathway_short,module,database,dominant_state,dominant_lineage,direction,best_fdr,best_p_value,max_k,mean_gene_ratio,contributing_programs,contributing_lineages,node_size,cargo_mrna,cargo_mrna_count,mirna_footprints,mirna_footprint_count,pathway_gene_string,is_labeled,from,to,shared_n,shared_genes,jaccard,overlap_coefficient,edge_width
node,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,-8.41984062293566,2.497057810183126,C1,Interferon alpha beta signaling,Interferon / antigen presentation,Reactome,Astrocyte | Interferon,Astrocyte,ALS gain,3.33679354270441e-13,7.944746530248595e-15,6.0,1.0,Astrocyte | Interferon,Astrocyte,11.0,IRF1,1.0,hsa-miR-1-3p;hsa-miR-106b-5p,2.0,ABCE1/ADAR/BST2/EGR1/EIF2AK2/GBP2/HLA-A/HLA-B/HLA-C/HLA-E/HLA-F/HLA-G/HLA-H/IFI27/IFI35/IFI6/IFIT1/IFIT2/IFIT3/IFIT5/IFITM1/IFITM2/IFITM3/IFNA1/IFNA10/IFNA13/IFNA14/IFNA16/IFNA17/IFNA2/IFNA21/IFNA4/IFNA5/IFNA6/IFNA7/IFNA8/IFNAR1/IFNAR2/IFNB1/IP6K2/IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9/ISG15/ISG20/JAK1/KPNA1/KPNB1/MX1/MX2/OAS1/OAS2/OAS3/OASL/PSMB8/PTPN1/PTPN11/PTPN6/RNASEL/RPS27A/RSAD2/SAMHD1/SOCS1/SOCS3/STAT1/STAT2/TYK2/UBA52/UBB/UBC/USP18/XAF1,True,,,,,,,
node,REACTOME_INTERFERON_GAMMA_SIGNALING,-8.07909052647662,-0.4526234392775543,C1,Interferon gamma signaling,Interferon / antigen presentation,Reactome,Vascular | MHC-II endothelial,Vascular,ALS gain,5.1479919200819605e-11,9.031564772073616e-13,6.0,0.75,Vascular | MHC-II endothelial,Vascular,9.448535727798124,IRF1,1.0,hsa-miR-122-5p;hsa-miR-1307-3p;hsa-miR-142-5p;hsa-miR-4492,4.0,B2M/CAMK2A/CAMK2B/CAMK2D/CAMK2G/CD44/CIITA/FCGR1A/FCGR1BP/GBP1/GBP2/GBP3/GBP4/GBP5/GBP6/GBP7/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB3/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G/HLA-H/ICAM1/IFI30/IFNG/IFNGR1/IFNGR2/IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9/JAK1/JAK2/MAPK1/MAPK3/MID1/MT2A/NCAM1/OAS1/OAS2/OAS3/OASL/PIAS1/PML/PRKCD/PTAFR/PTPN1/PTPN11/PTPN2/PTPN6/RAF1/SMAD7/SOCS1/SOCS3/SP100/STAT1/SUMO1/TRIM10/TRIM14/TRIM17/TRIM2/TRIM21/TRIM22/TRIM25/TRIM26/TRIM29/TRIM3/TRIM31/TRIM34/TRIM35/TRIM38/TRIM45/TRIM46/TRIM48/TRIM5/TRIM6/TRIM62/TRIM68/TRIM8/VCAM1/YBX1,True,,,,,,,
node,REACTOME_INTERFERON_SIGNALING,-9.391378923793615,0.4897726686162187,C1,Interferon signaling,Interferon / antigen presentation,Reactome,Vascular | MHC-II endothelial,Vascular,ALS gain,7.888101575841372e-11,3.137041806152669e-12,7.0,0.9375,Astrocyte | Interferon; Vascular | MHC-II endothelial,Astrocyte; Vascular,9.317137405151184,NPM1;IRF1,2.0,hsa-miR-1-3p;hsa-miR-106b-5p;hsa-miR-1307-3p;hsa-miR-324-5p;hsa-miR-421;hsa-miR-4492;hsa-miR-93-3p,7.0,AAAS/ABCE1/ACTB/ACTG1/ADAR/ARIH1/ATF6/B2M/BECN1/BST2/CAMK2A/CAMK2B/CAMK2D/CAMK2G/CASP1/CD44/CDK1/CENPS/CENPX/CHUK/CIITA/DHX9/DNAJC3/DUS2/EGR1/EIF2AK2/EIF2AK3/EIF2S1/EIF2S2/EIF2S3/EIF4A1/EIF4A2/EIF4A3/EIF4E/EIF4E2/EIF4E3/EIF4G1/EIF4G2/EIF4G3/FAAP100/FAAP20/FAAP24/FANCA/FANCB/FANCC/FANCE/FANCF/FANCG/FANCL/FANCM/FCGR1A/FCGR1BP/FKBP5/FLNA/FLNB/FNTA/FNTB/FURIN/GBP1/GBP2/GBP3/GBP4/GBP5/GBP6/GBP7/HERC5/HLA-A/HLA-B/HLA-C/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB3/HLA-DRB4/HLA-DRB5/HLA-E/HLA-F/HLA-G/HLA-H/HSPA1A/HSPA1B/HSPA1L/HSPA2/HSPA5/HSPA8/ICAM1/IFI27/IFI30/IFI35/IFI44/IFI44L/IFI6/IFIH1/IFIT1/IFIT2/IFIT3/IFIT5/IFITM1/IFITM2/IFITM3/IFNA1/IFNA10/IFNA13/IFNA14/IFNA16/IFNA17/IFNA2/IFNA21/IFNA4/IFNA5/IFNA6/IFNA7/IFNA8/IFNAR1/IFNAR2/IFNB1/IFNG/IFNGR1/IFNGR2/IKBKB/IKBKG/ILF2/ILF3/IP6K2/IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9/ISG15/ISG20/JAK1/JAK2/KPNA1/KPNA2/KPNA3/KPNA4/KPNA5/KPNA7/KPNB1/MAP2K6/MAPK1/MAPK3/MAPT/MAVS/MID1/MT2A/MX1/MX2/NCAM1/NCK1/NDC1/NEDD4/NPM1/NUP107/NUP133/NUP153/NUP155/NUP160/NUP188/NUP205/NUP210/NUP214/NUP35/NUP37/NUP42/NUP43/NUP50/NUP54/NUP58/NUP62/NUP85/NUP88/NUP93/NUP98/OAS1/OAS2/OAS3/OASL/PDE12/PGGT1B/PIAS1/PIM1/PIN1/PLCG1/PML/POM121/POM121C/PPM1B/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R5A/PRKCD/PRKRA/PSMB8/PTAFR/PTPN1/PTPN11/PTPN2/PTPN6/RAE1/RAF1/RANBP2/RIGI/RNASEL/RPS27A/RSAD2/SAMHD1/SEC13/SEH1L/SFN/SMAD7/SNCA/SOCS1/SOCS3/SP100/SPHK1/STAT1/STAT2/STAT3/SUMO1/TARBP2/TP53/TPR/TRIM10/TRIM14/TRIM17/TRIM2/TRIM21/TRIM22/TRIM25/TRIM26/TRIM29/TRIM3/TRIM31/TRIM34/TRIM35/TRIM38/TRIM45/TRIM46/TRIM48/TRIM5/TRIM6/TRIM62/TRIM68/TRIM8/TUBA1A/TUBA1B/TUBA1C/TUBA3C/TUBA3D/TUBA3E/TUBA4A/TUBA4B/TUBA8/TUBAL3/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB4A/TUBB4B/TUBB6/TUBB8/TUBB8B/TYK2/UBA52/UBA7/UBB/UBC/UBE2E1/UBE2I/UBE2L6/UBE2N/USP18/VCAM1/XAF1/YBX1,True,,,,,,,
node,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.6830023370690199,1.1176851000966257,C2,Leukocyte cell cell adhesion,Astrocyte inflammatory reactivity,GO BP,Vascular | MHC-II endothelial,Vascular,ALS gain,8.46515160142154e-10,7.425571580194333e-11,7.0,0.875,Vascular | MHC-II endothelial,Vascular,8.58641975892096,CBL;ZBTB16;IRF1,3.0,hsa-miR-1-3p;hsa-miR-199a-3p;hsa-miR-31-5p;hsa-miR-326;hsa-miR-421;hsa-miR-4492,6.0,ABL1/ABL2/ACTB/ACTL6A/ACTL6B/ADA/ADAM8/ADD2/ADORA2A/ADTRP/AGER/AIF1/AKT1/ALOX5/AMBRA1/ANXA1/AP3B1/AP3D1/APOA4/ARG1/ARG2/ARID1A/ARID1B/ARID2/ASCL2/ASS1/B2M/BAD/BCL10/BCL6/BMI1/BMP4/BMP7/BRD2/BRD4/BRD7/BTLA/BTN2A2/BTNL2/CALCA/CARD11/CASP3/CAV1/CBFB/CBL/CBLB/CCDC88B/CCL19/CCL2/CCL21/CCL25/CCL28/CCL5/CCR2/CCR7/CD160/CD177/CD1D/CD209/CD24/CD27/CD274/CD276/CD28/CD300A/CD3E/CD4/CD40LG/CD44/CD46/CD47/CD5/CD55/CD6/CD69/CD70/CD74/CD80/CD81/CD83/CD86/CDKN2A/CEBPB/CERCAM/CHST2/CHST4/CLEC4G/CLEC4M/CLECL1P/CORO1A/CR1/CRTAM/CSK/CTLA4/CTSG/CX3CR1/CXCL12/CYLD/CYRIB/DAPL1/DHPS/DLG1/DLG5/DNAJA3/DOCK8/DPP4/DTX1/DUSP10/DUSP22/DUSP3/EBI3/EFNB1/EFNB2/EFNB3/EGR3/ELANE/EP300/EPHA4/EPO/ERBB2/ETS1/EXT1/EZR/F11R/FADD/FBXO38/FCHO1/FERMT3/FGL1/FGL2/FLOT2/FOXJ1/FOXO3/FOXP3/FUT4/FUT7/FUT9/FYN/GATA3/GCNT1/GFUS/GLI2/GLI3/GLMN/GNRH1/GOLPH3/GPAM/GPNMB/GPR35/GPR65/HAS2/HAVCR2/HES1/HFE/HHLA2/HLA-A/HLA-DMA/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB3/HLA-DRB4/HLA-DRB5/HLA-E/HLA-G/HLX/HMGB1/HSPD1/HSPH1/ICAM1/ICAM2/ICAM3/ICAM4/ICOS/ICOSLG/IDO1/IFNA2/IFNB1/IFNG/IFNL1/IGF1/IGF2/IGFBP2/IHH/IL10/IL12A/IL12B/IL12RB1/IL12RB2/IL15/IL18/IL1A/IL1B/IL1RL2/IL2/IL20RB/IL21/IL23A/IL23R/IL2RA/IL2RG/IL36B/IL4/IL4I1/IL6/IL6ST/IL7/IL7R/ILDR2/IRAK1/IRF1/ITCH/ITGA4/ITGA5/ITGAL/ITGAM/ITGAX/ITGB1/ITGB2/ITGB7/ITPKB/JAK2/JAK3/JAM2/KAT5/KLF4/KLHL22/KLHL25/KLRC4-KLRK1/KLRK1/LAG3/LAPTM5/LAX1/LCK/LEF1/LEP/LGALS1/LGALS3/LGALS8/LGALS9/LGALS9B/LGALS9C/LILRB1/LILRB2/LILRB4/LOXL3/LRG1/LRRC32/LYN/MAD1L1/MADCAM1/MALT1/MAP3K8/MARCHF7/MDK/MIA3/MIR125A/MIR141/MIR146A/MIR181C/MIR21/MIR221/MIR222/MIR27A/MIR30B/MIR31/MIR92A1/MIRLET7E/MIRLET7G/MSN/MTOR/NCK1/NCK2/NCKAP1L/NDFIP1/NFAT5/NFKBID/NFKBIZ/NKAP/NLRP3/NOD2/NR4A3/NR5A2/NRARP/NT5E/OLR1/OPA1/PAG1/PAWR/PBRM1/PCK1/PDCD1/PDCD1LG2/PDPK1/PECAM1/PELI1/PHF10/PIK3CD/PIK3R6/PLA2G2A/PLA2G2D/PLA2G2F/PLA2G5/PNP/PODXL2/PPARA/PPP3CA/PRDX2/PRKAA1/PRKAR1A/PRKCQ/PRKCZ/PRNP/PSMA1/PSMA2/PSMA3/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB8/PSMB9/PTPN11/PTPN2/PTPN22/PTPN6/PTPRC/PYCARD/RAC2/RAG1/RAG2/RARA/RASAL3/RASGRP1/RC3H1/RC3H2/RELA/RHOA/RHOH/RIPK2/RIPOR2/ROCK1/RUNX1/RUNX3/S100A8/S100A9/SART1/SASH3/SCGB1A1/SCRIB/SDC4/SELE/SELENOK/SELL/SELP/SELPLG/SEMA4D/SFTPD/SHB/SHH/SIRPA/SIRPB1/SIRPG/SKAP1/SLAMF1/SLC39A8/SLC4A2/SLC7A1/SMAD7/SMARCA2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMARCD2/SMARCD3/SMARCE1/SOCS1/SOCS5/SOCS6/SOX12/SOX13/SOX4/SPN/SPTA1/SRC/ST3GAL4/STAT5A/STAT5B/STK10/SYK/TARM1/TBX21/TESPA1/TFRC/TGFB1/TGFBR2/THY1/TIGIT/TMEM131L/TMIGD2/TNF/TNFAIP8L2/TNFRSF13C/TNFRSF14/TNFRSF21/TNFSF11/TNFSF13B/TNFSF14/TNFSF18/TNFSF4/TNFSF9/TNIP1/TRAF6/TWSG1/TYK2/UFL1/UMOD/VAV1/VCAM1/VNN1/VSIG4/VSIR/VTCN1/WNK1/XBP1/XCL1/YES1/YWHAG/ZAP70/ZBTB1/ZBTB16/ZBTB7B/ZC3H12A/ZC3H8/ZDHHC21/ZMIZ1/ZP3/ZP4,True,,,,,,,
node,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,1.4546348495928096,1.173963251569728,C2,Positive regulation of leukocyte cell cell adhesion,Astrocyte inflammatory reactivity,GO BP,Vascular | MHC-II endothelial,Vascular,ALS gain,5.6445380067180774e-09,5.94161895444008e-10,6.0,0.75,Vascular | MHC-II endothelial,Vascular,8.002225750448192,ZBTB16,1.0,hsa-miR-1-3p;hsa-miR-199a-3p;hsa-miR-31-5p;hsa-miR-326;hsa-miR-421;hsa-miR-4492,6.0,ABL1/ABL2/ACTB/ACTL6A/ACTL6B/ADA/ADAM8/AGER/AIF1/AKT1/ALOX5/AMBRA1/ANXA1/AP3B1/AP3D1/ARID1A/ARID1B/ARID2/B2M/BAD/BCL10/BCL6/BMI1/BRD2/BRD4/BRD7/BTN2A2/BTNL2/CARD11/CAV1/CBFB/CCDC88B/CCL19/CCL2/CCL21/CCL5/CCR2/CCR7/CD160/CD1D/CD209/CD24/CD27/CD274/CD276/CD28/CD3E/CD4/CD40LG/CD44/CD46/CD47/CD5/CD55/CD6/CD70/CD74/CD80/CD81/CD83/CD86/CHST2/CHST4/CLECL1P/CORO1A/CR1/CSK/CYLD/CYRIB/DHPS/DNAJA3/DOCK8/DPP4/DUSP10/EBI3/EFNB1/EFNB2/EFNB3/EGR3/ELANE/EP300/EPHA4/EPO/ETS1/FADD/FBXO38/FCHO1/FLOT2/FOXO3/FOXP3/FUT4/FUT7/FYN/GATA3/GCNT1/GLI2/GLI3/GPAM/GPR65/HAS2/HAVCR2/HES1/HHLA2/HLA-A/HLA-DMA/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB3/HLA-DRB4/HLA-DRB5/HLA-E/HLA-G/HLX/HMGB1/HSPD1/HSPH1/ICOS/ICOSLG/IFNG/IGF1/IGF2/IGFBP2/IHH/IL12A/IL12B/IL12RB1/IL12RB2/IL15/IL18/IL1A/IL1B/IL1RL2/IL2/IL21/IL23A/IL23R/IL2RA/IL2RG/IL36B/IL4/IL4I1/IL6/IL6ST/IL7/IL7R/IRAK1/ITGA4/ITGB2/ITPKB/JAK2/KAT5/KLHL22/KLHL25/KLRC4-KLRK1/KLRK1/LCK/LEF1/LEP/LGALS1/LGALS8/LGALS9/LILRB1/LILRB2/LILRB4/LYN/MALT1/MAP3K8/MDK/MIR21/MIR30B/MIR92A1/MTOR/NCK1/NCK2/NCKAP1L/NFAT5/NFKBID/NFKBIZ/NKAP/NLRP3/NOD2/NR4A3/NR5A2/OPA1/PBRM1/PCK1/PDCD1LG2/PDPK1/PHF10/PIK3CD/PIK3R6/PNP/PPP3CA/PRKAA1/PRKCQ/PRKCZ/PTPN11/PTPN6/PTPRC/PYCARD/RAG1/RARA/RASAL3/RASGRP1/RELA/RHOA/RHOH/RIPK2/RUNX1/RUNX3/SART1/SASH3/SELE/SELENOK/SELP/SHB/SHH/SIRPA/SIRPB1/SIRPG/SKAP1/SLAMF1/SLC7A1/SMARCA2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMARCD2/SMARCD3/SMARCE1/SOCS1/SOCS5/SOX12/SOX13/SOX4/SPN/SPTA1/SRC/ST3GAL4/STAT5A/STAT5B/SYK/TESPA1/TFRC/TGFB1/TGFBR2/THY1/TMIGD2/TNF/TNFRSF13C/TNFRSF14/TNFSF11/TNFSF13B/TNFSF14/TNFSF4/TNFSF9/TRAF6/TYK2/VAV1/VCAM1/VNN1/VSIR/VTCN1/XBP1/XCL1/YES1/YWHAG/ZAP70/ZBTB1/ZBTB16/ZBTB7B/ZMIZ1/ZP3/ZP4,True,,,,,,,
node,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.0592968785009116,-1.6620303561622802,C3,Interferon gamma response,Interferon / antigen presentation,Hallmark,Astrocyte | Interferon,Astrocyte,ALS gain,9.186413002977172e-09,1.3123447147110247e-09,5.0,0.8333333333333334,Astrocyte | Interferon,Astrocyte,7.852264288501835,IRF1;DDX60,2.0,hsa-miR-1-3p;hsa-miR-106b-5p;hsa-miR-142-5p,3.0,ADAR/APOL6/ARID5B/ARL4A/AUTS2/B2M/BANK1/BATF2/BPGM/BST2/BTG1/C1R/C1S/CASP1/CASP3/CASP4/CASP7/CASP8/CCL2/CCL5/CCL7/CD274/CD38/CD40/CD69/CD74/CD86/CDKN1A/CFB/CFH/CIITA/CMKLR1/CMPK2/CMTR1/CSF2RB/CXCL10/CXCL11/CXCL9/DDX60/DHX58/EIF2AK2/EIF4E3/EPSTI1/FAS/FCGR1A/FGL2/FPR1/GBP4/GBP6/GCH1/GPR18/GZMA/HELZ2/HERC6/HIF1A/HLA-A/HLA-B/HLA-DMA/HLA-DQA1/HLA-DRB1/HLA-G/ICAM1/IDO1/IFI27/IFI30/IFI35/IFI44/IFI44L/IFIH1/IFIT1/IFIT2/IFIT3/IFITM2/IFITM3/IFNAR2/IL10RA/IL15/IL15RA/IL18BP/IL2RB/IL4R/IL6/IL7/IRF1/IRF2/IRF4/IRF5/IRF7/IRF8/IRF9/ISG15/ISG20/ISOC1/ITGB7/JAK2/KLRK1/LAP3/LATS2/LCP2/LGALS3BP/LY6E/LYSMD2/MARCHF1/MT2A/MTHFD2/MVP/MX1/MX2/MYD88/NAMPT/NCOA3/NFKB1/NFKBIA/NLRC5/NMI/NOD1/NUP93/OAS2/OAS3/OASL/OGFR/P2RY14/PARP12/PARP14/PDE4B/PELI1/PFKP/PIM1/PLA2G4A/PLSCR1/PML/PNP/PNPT1/PSMA2/PSMA3/PSMB10/PSMB2/PSMB8/PSMB9/PSME1/PSME2/PTGS2/PTPN1/PTPN2/PTPN6/RAPGEF6/RBCK1/RIGI/RIPK1/RIPK2/RNF213/RNF31/RSAD2/RTP4/SAMD9L/SAMHD1/SECTM1/SELP/SERPING1/SLAMF7/SLC25A28/SOCS1/SOCS3/SOD2/SP110/SPPL2A/SRI/SSPN/ST3GAL5/ST8SIA4/STAT1/STAT2/STAT3/STAT4/TAP1/TAPBP/TDRD7/TMT1B/TNFAIP2/TNFAIP3/TNFAIP6/TNFSF10/TOR1B/TRAFD1/TRIM14/TRIM21/TRIM25/TRIM26/TXNIP/UBE2L6/UPP1/USP18/VAMP5/VAMP8/VCAM1/WARS1/XAF1/XCL1/ZBP1/ZNFX1,True,,,,,,,
node,GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,1.5263992267461175,2.0342725735057523,C2,Positive regulation of cell cell adhesion,Vascular inflammatory activation,GO BP,Vascular | MHC-II endothelial,Vascular,ALS gain,1.4800061764949322e-08,1.6877263416170276e-09,6.0,0.75,Vascular | MHC-II endothelial,Vascular,7.705422335675654,ZBTB16,1.0,hsa-miR-1-3p;hsa-miR-183-5p;hsa-miR-199a-3p;hsa-miR-326;hsa-miR-421;hsa-miR-4492,6.0,ABL1/ABL2/ACTB/ACTL6A/ACTL6B/ADA/ADAM19/ADAM8/AFDN/AGER/AIF1/AKT1/ALOX5/AMBRA1/ANK3/ANXA1/AP3B1/AP3D1/ARID1A/ARID1B/ARID2/B2M/BAD/BCL10/BCL6/BMI1/BMP7/BRD2/BRD4/BRD7/BTN2A2/BTNL2/CARD11/CAV1/CBFB/CCDC88B/CCL19/CCL2/CCL21/CCL5/CCR2/CCR7/CD160/CD1D/CD209/CD24/CD27/CD274/CD276/CD28/CD3E/CD4/CD40LG/CD44/CD46/CD47/CD5/CD55/CD6/CD70/CD74/CD80/CD81/CD83/CD86/CEACAM6/CHST2/CHST4/CITED2/CLECL1P/CORO1A/CR1/CSK/CTNNB1/CTSG/CX3CL1/CXCL13/CYLD/CYRIB/DENND6A/DHPS/DNAJA3/DOCK8/DPP4/DUSP10/EBI3/EFNB1/EFNB2/EFNB3/EGR3/ELANE/EMILIN1/EMILIN2/EP300/EPHA4/EPO/ETS1/F11R/FADD/FBXO38/FCHO1/FGA/FGB/FGG/FLOT1/FLOT2/FOXA1/FOXA2/FOXO3/FOXP3/FSTL3/FUT3/FUT4/FUT7/FYN/GATA3/GCNT1/GCNT2/GLI2/GLI3/GP6/GPAM/GPR65/HAS2/HAVCR2/HES1/HHLA2/HLA-A/HLA-DMA/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQA2/HLA-DQB1/HLA-DQB2/HLA-DRA/HLA-DRB1/HLA-DRB3/HLA-DRB4/HLA-DRB5/HLA-E/HLA-G/HLX/HMGB1/HSPD1/HSPH1/HTN1/HTR2A/ICOS/ICOSLG/IFNG/IGF1/IGF2/IGFBP2/IHH/IL10/IL12A/IL12B/IL12RB1/IL12RB2/IL15/IL18/IL1A/IL1B/IL1RL2/IL2/IL21/IL23A/IL23R/IL2RA/IL2RG/IL36B/IL4/IL4I1/IL6/IL6R/IL6ST/IL7/IL7R/IRAK1/ITGA4/ITGB2/ITPKB/JAK1/JAK2/KAT5/KIF26B/KIFAP3/KLHL22/KLHL25/KLRC4-KLRK1/KLRK1/LCK/LEF1/LEP/LGALS1/LGALS8/LGALS9/LILRB1/LILRB2/LILRB4/LYN/MAGI1/MALT1/MAP3K8/MDK/MEGF10/MFSD2B/MIR21/MIR30B/MIR92A1/MMRN1/MTOR/MYO10/NCK1/NCK2/NCKAP1L/NFAT5/NFKBID/NFKBIZ/NKAP/NLRP3/NOD2/NODAL/NR4A3/NR5A2/OPA1/PBRM1/PCK1/PDCD1LG2/PDPK1/PDPN/PHF10/PIEZO1/PIK3CD/PIK3R6/PKP1/PKP3/PLAUR/PLPP3/PNP/PODXL/PPP3CA/PRKAA1/PRKCQ/PRKCZ/PTK2/PTPN11/PTPN23/PTPN6/PTPRC/PTPRU/PYCARD/RAG1/RAP1GAP/RARA/RASAL3/RASGRP1/RELA/RHOA/RHOH/RIPK2/RNASE10/RUNX1/RUNX3/SART1/SASH3/SELE/SELENOK/SELP/SERPINF2/SHB/SHH/SIRPA/SIRPB1/SIRPG/SKAP1/SLAMF1/SLC7A1/SMAD7/SMARCA2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SMARCD2/SMARCD3/SMARCE1/SOCS1/SOCS5/SOX12/SOX13/SOX4/SPN/SPTA1/SRC/ST3GAL4/STAT5A/STAT5B/SYK/TESPA1/TFRC/TGFB1/TGFBR2/THY1/TJP1/TMIGD2/TNF/TNFRSF13C/TNFRSF14/TNFSF11/TNFSF13B/TNFSF14/TNFSF4/TNFSF9/TRAF6/TYK2/VAV1/VCAM1/VNN1/VSIR/VTCN1/WNT3A/WNT5A/XBP1/XCL1/YES1/YWHAG/ZAP70/ZBTB1/ZBTB16/ZBTB7B/ZMIZ1/ZP3/ZP4,True,,,,,,,
