"group","time","surv","n_risk","strata","repeat_id","signature"
"High",29,0.112903225806452,14,"group=High",49,"Plasma-5"
"Low",29,0.353709677419355,43,"group=Low",49,"Plasma-5"
"High",30,0.10483870967742,13,"group=High",49,"Plasma-5"
"Low",30,0.34528801843318,42,"group=Low",49,"Plasma-5"
"High",31,0.0967741935483872,12,"group=High",49,"Plasma-5"
"Low",31,0.336866359447005,40,"group=Low",49,"Plasma-5"
"High",32,0.0967741935483872,12,"group=High",49,"Plasma-5"
"Low",32,0.320023041474654,38,"group=Low",49,"Plasma-5"
"High",33,0.0967741935483872,12,"group=High",49,"Plasma-5"
"Low",33,0.311601382488479,37,"group=Low",49,"Plasma-5"
"High",34,0.088709677419355,11,"group=High",49,"Plasma-5"
"Low",34,0.294758064516129,35,"group=Low",49,"Plasma-5"
"High",35,0.088709677419355,11,"group=High",49,"Plasma-5"
"Low",35,0.294758064516129,35,"group=Low",49,"Plasma-5"
"High",36,0.088709677419355,11,"group=High",49,"Plasma-5"
"Low",36,0.286336405529954,34,"group=Low",49,"Plasma-5"
"High",37,0.088709677419355,11,"group=High",49,"Plasma-5"
"Low",37,0.269493087557604,32,"group=Low",49,"Plasma-5"
"High",38,0.0725806451612904,9,"group=High",49,"Plasma-5"
"Low",38,0.261071428571429,31,"group=Low",49,"Plasma-5"
"High",39,0.0725806451612904,9,"group=High",49,"Plasma-5"
"Low",39,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",40,0.0725806451612904,9,"group=High",49,"Plasma-5"
"Low",40,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",41,0.0645161290322581,8,"group=High",49,"Plasma-5"
"Low",41,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",42,0.0645161290322581,8,"group=High",49,"Plasma-5"
"Low",42,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",43,0.0645161290322581,8,"group=High",49,"Plasma-5"
"Low",43,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",44,0.0645161290322581,8,"group=High",49,"Plasma-5"
"Low",44,0.244228110599078,29,"group=Low",49,"Plasma-5"
"High",45,0.0564516129032259,7,"group=High",49,"Plasma-5"
"Low",45,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",46,0.0483870967741936,6,"group=High",49,"Plasma-5"
"Low",46,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",47,0.0483870967741936,6,"group=High",49,"Plasma-5"
"Low",47,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",48,0.0483870967741936,6,"group=High",49,"Plasma-5"
"Low",48,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",49,0.0483870967741936,6,"group=High",49,"Plasma-5"
"Low",49,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",50,0.0403225806451613,5,"group=High",49,"Plasma-5"
"Low",50,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",51,0.0322580645161291,4,"group=High",49,"Plasma-5"
"Low",51,0.226783245556287,26,"group=Low",49,"Plasma-5"
"High",52,0.0322580645161291,4,"group=High",49,"Plasma-5"
"Low",52,0.209338380513496,24,"group=Low",49,"Plasma-5"
"High",53,0.0241935483870968,3,"group=High",49,"Plasma-5"
"Low",53,0.209338380513496,24,"group=Low",49,"Plasma-5"
"High",54,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",54,0.209338380513496,24,"group=Low",49,"Plasma-5"
"High",55,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",55,0.209338380513496,24,"group=Low",49,"Plasma-5"
"High",56,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",56,0.209338380513496,24,"group=Low",49,"Plasma-5"
"High",57,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",57,0.2006159479921,23,"group=Low",49,"Plasma-5"
"High",58,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",58,0.2006159479921,23,"group=Low",49,"Plasma-5"
"High",59,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",59,0.191893515470704,22,"group=Low",49,"Plasma-5"
"High",60,0.0161290322580645,2,"group=High",49,"Plasma-5"
"Low",60,0.183171082949309,21,"group=Low",49,"Plasma-5"
"High",61,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",61,0.174448650427913,20,"group=Low",49,"Plasma-5"
"High",62,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",62,0.174448650427913,20,"group=Low",49,"Plasma-5"
"High",63,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",63,0.164757058737473,18,"group=Low",49,"Plasma-5"
"High",64,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",64,0.155065467047034,16,"group=Low",49,"Plasma-5"
"High",65,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",65,0.155065467047034,16,"group=Low",49,"Plasma-5"
"High",66,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",66,0.155065467047034,14,"group=Low",49,"Plasma-5"
"High",67,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",67,0.155065467047034,14,"group=Low",49,"Plasma-5"
"High",68,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",68,0.155065467047034,14,"group=Low",49,"Plasma-5"
"High",69,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",69,0.14398936225796,13,"group=Low",49,"Plasma-5"
"High",70,0.00806451612903227,1,"group=High",49,"Plasma-5"
"Low",70,0.14398936225796,13,"group=Low",49,"Plasma-5"
"High",71,0,0,"group=High",49,"Plasma-5"
"Low",71,0.14398936225796,13,"group=Low",49,"Plasma-5"
"High",72,0,0,"group=High",49,"Plasma-5"
"Low",72,0.14398936225796,13,"group=Low",49,"Plasma-5"
"High",73,0,0,"group=High",49,"Plasma-5"
"Low",73,0.14398936225796,12,"group=Low",49,"Plasma-5"
"High",74,0,0,"group=High",49,"Plasma-5"
"Low",74,0.14398936225796,11,"group=Low",49,"Plasma-5"
"High",75,0,0,"group=High",49,"Plasma-5"
"Low",75,0.14398936225796,9,"group=Low",49,"Plasma-5"
"High",76,0,0,"group=High",49,"Plasma-5"
"Low",76,0.14398936225796,9,"group=Low",49,"Plasma-5"
"High",77,0,0,"group=High",49,"Plasma-5"
"Low",77,0.14398936225796,9,"group=Low",49,"Plasma-5"
"High",78,0,0,"group=High",49,"Plasma-5"
"Low",78,0.14398936225796,9,"group=Low",49,"Plasma-5"
"High",79,0,0,"group=High",49,"Plasma-5"
"Low",79,0.14398936225796,8,"group=Low",49,"Plasma-5"
"High",80,0,0,"group=High",49,"Plasma-5"
"Low",80,0.14398936225796,8,"group=Low",49,"Plasma-5"
"High",81,0,0,"group=High",49,"Plasma-5"
"Low",81,0.125990691975715,7,"group=Low",49,"Plasma-5"
"High",82,0,0,"group=High",49,"Plasma-5"
"Low",82,0.125990691975715,7,"group=Low",49,"Plasma-5"
"High",83,0,0,"group=High",49,"Plasma-5"
"Low",83,0.10799202169347,6,"group=Low",49,"Plasma-5"
"High",84,0,0,"group=High",49,"Plasma-5"
"Low",84,0.10799202169347,6,"group=Low",49,"Plasma-5"
"High",85,0,0,"group=High",49,"Plasma-5"
"Low",85,0.10799202169347,5,"group=Low",49,"Plasma-5"
"High",86,0,0,"group=High",49,"Plasma-5"
"Low",86,0.10799202169347,5,"group=Low",49,"Plasma-5"
"High",87,0,0,"group=High",49,"Plasma-5"
"Low",87,0.10799202169347,5,"group=Low",49,"Plasma-5"
"High",88,0,0,"group=High",49,"Plasma-5"
"Low",88,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",89,0,0,"group=High",49,"Plasma-5"
"Low",89,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",90,0,0,"group=High",49,"Plasma-5"
"Low",90,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",91,0,0,"group=High",49,"Plasma-5"
"Low",91,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",92,0,0,"group=High",49,"Plasma-5"
"Low",92,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",93,0,0,"group=High",49,"Plasma-5"
"Low",93,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",94,0,0,"group=High",49,"Plasma-5"
"Low",94,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",95,0,0,"group=High",49,"Plasma-5"
"Low",95,0.086393617354776,4,"group=Low",49,"Plasma-5"
"High",96,0,0,"group=High",49,"Plasma-5"
"Low",96,0.086393617354776,3,"group=Low",49,"Plasma-5"
"High",97,0,0,"group=High",49,"Plasma-5"
"Low",97,0.086393617354776,3,"group=Low",49,"Plasma-5"
"High",98,0,0,"group=High",49,"Plasma-5"
"Low",98,0.086393617354776,3,"group=Low",49,"Plasma-5"
"High",99,0,0,"group=High",49,"Plasma-5"
"Low",99,0.086393617354776,3,"group=Low",49,"Plasma-5"
"High",100,0,0,"group=High",49,"Plasma-5"
"Low",100,0.086393617354776,3,"group=Low",49,"Plasma-5"
"High",0,1,121,"group=High",50,"Plasma-5"
"Low",0,1,127,"group=Low",50,"Plasma-5"
"High",1,0.991735537190083,120,"group=High",50,"Plasma-5"
"Low",1,0.992125984251968,126,"group=Low",50,"Plasma-5"
"High",2,0.933884297520661,114,"group=High",50,"Plasma-5"
"Low",2,0.960629921259842,122,"group=Low",50,"Plasma-5"
"High",3,0.892561983471075,109,"group=High",50,"Plasma-5"
"Low",3,0.874015748031496,114,"group=Low",50,"Plasma-5"
"High",4,0.851239669421488,104,"group=High",50,"Plasma-5"
"Low",4,0.858267716535433,110,"group=Low",50,"Plasma-5"
"High",5,0.818181818181819,99,"group=High",50,"Plasma-5"
"Low",5,0.826771653543307,105,"group=Low",50,"Plasma-5"
"High",6,0.785123966942149,95,"group=High",50,"Plasma-5"
"Low",6,0.779527559055118,99,"group=Low",50,"Plasma-5"
"High",7,0.735537190082645,89,"group=High",50,"Plasma-5"
"Low",7,0.755905511811024,97,"group=Low",50,"Plasma-5"
"High",8,0.685950413223141,85,"group=High",50,"Plasma-5"
"Low",8,0.740157480314961,94,"group=Low",50,"Plasma-5"
"High",9,0.661157024793389,82,"group=High",50,"Plasma-5"
"Low",9,0.68503937007874,87,"group=Low",50,"Plasma-5"
"High",10,0.59504132231405,72,"group=High",50,"Plasma-5"
"Low",10,0.653543307086614,83,"group=Low",50,"Plasma-5"
"High",11,0.553719008264463,68,"group=High",50,"Plasma-5"
"Low",11,0.622047244094489,79,"group=Low",50,"Plasma-5"
"High",12,0.504132231404959,62,"group=High",50,"Plasma-5"
"Low",12,0.598425196850394,76,"group=Low",50,"Plasma-5"
"High",13,0.43801652892562,53,"group=High",50,"Plasma-5"
"Low",13,0.590551181102363,75,"group=Low",50,"Plasma-5"
"High",14,0.421487603305785,52,"group=High",50,"Plasma-5"
"Low",14,0.559055118110237,71,"group=Low",50,"Plasma-5"
"High",15,0.371900826446281,45,"group=High",50,"Plasma-5"
"Low",15,0.551181102362205,70,"group=Low",50,"Plasma-5"
"High",16,0.338842975206612,41,"group=High",50,"Plasma-5"
"Low",16,0.551181102362205,70,"group=Low",50,"Plasma-5"
"High",17,0.322314049586777,39,"group=High",50,"Plasma-5"
"Low",17,0.543307086614174,69,"group=Low",50,"Plasma-5"
"High",18,0.289256198347107,35,"group=High",50,"Plasma-5"
"Low",18,0.527559055118111,67,"group=Low",50,"Plasma-5"
"High",19,0.264462809917355,32,"group=High",50,"Plasma-5"
"Low",19,0.503937007874016,65,"group=Low",50,"Plasma-5"
"High",20,0.264462809917355,32,"group=High",50,"Plasma-5"
"Low",20,0.47244094488189,60,"group=Low",50,"Plasma-5"
"High",21,0.223140495867769,27,"group=High",50,"Plasma-5"
"Low",21,0.464566929133859,59,"group=Low",50,"Plasma-5"
"High",22,0.214876033057851,26,"group=High",50,"Plasma-5"
"Low",22,0.448818897637796,57,"group=Low",50,"Plasma-5"
"High",23,0.214876033057851,26,"group=High",50,"Plasma-5"
"Low",23,0.41732283464567,53,"group=Low",50,"Plasma-5"
"High",24,0.165289256198347,21,"group=High",50,"Plasma-5"
"Low",24,0.401420410683959,51,"group=Low",50,"Plasma-5"
"High",25,0.148760330578512,19,"group=High",50,"Plasma-5"
"Low",25,0.385363594256601,48,"group=Low",50,"Plasma-5"
"High",26,0.148760330578512,18,"group=High",50,"Plasma-5"
"Low",26,0.361278369615563,45,"group=Low",50,"Plasma-5"
"High",27,0.140495867768595,17,"group=High",50,"Plasma-5"
"Low",27,0.345221553188205,43,"group=Low",50,"Plasma-5"
"High",28,0.140495867768595,17,"group=High",50,"Plasma-5"
"Low",28,0.345221553188205,43,"group=Low",50,"Plasma-5"
"High",29,0.115702479338843,14,"group=High",50,"Plasma-5"
"Low",29,0.345221553188205,43,"group=Low",50,"Plasma-5"
"High",30,0.107438016528926,13,"group=High",50,"Plasma-5"
"Low",30,0.337001992398009,42,"group=Low",50,"Plasma-5"
"High",31,0.0991735537190083,12,"group=High",50,"Plasma-5"
"Low",31,0.328782431607814,40,"group=Low",50,"Plasma-5"
"High",32,0.0991735537190083,12,"group=High",50,"Plasma-5"
"Low",32,0.312343310027423,38,"group=Low",50,"Plasma-5"
"High",33,0.0991735537190083,12,"group=High",50,"Plasma-5"
"Low",33,0.304123749237228,37,"group=Low",50,"Plasma-5"
"High",34,0.0909090909090909,11,"group=High",50,"Plasma-5"
"Low",34,0.287684627656837,35,"group=Low",50,"Plasma-5"
"High",35,0.0909090909090909,11,"group=High",50,"Plasma-5"
"Low",35,0.287684627656837,35,"group=Low",50,"Plasma-5"
"High",36,0.0909090909090909,11,"group=High",50,"Plasma-5"
"Low",36,0.279465066866642,34,"group=Low",50,"Plasma-5"
"High",37,0.0909090909090909,11,"group=High",50,"Plasma-5"
"Low",37,0.263025945286251,32,"group=Low",50,"Plasma-5"
"High",38,0.0743801652892562,9,"group=High",50,"Plasma-5"
"Low",38,0.254806384496056,31,"group=Low",50,"Plasma-5"
"High",39,0.0743801652892562,9,"group=High",50,"Plasma-5"
"Low",39,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",40,0.0743801652892562,9,"group=High",50,"Plasma-5"
"Low",40,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",41,0.0661157024793389,8,"group=High",50,"Plasma-5"
"Low",41,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",42,0.0661157024793389,8,"group=High",50,"Plasma-5"
"Low",42,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",43,0.0661157024793389,8,"group=High",50,"Plasma-5"
"Low",43,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",44,0.0661157024793389,8,"group=High",50,"Plasma-5"
"Low",44,0.238367262915665,29,"group=Low",50,"Plasma-5"
"High",45,0.0578512396694215,7,"group=High",50,"Plasma-5"
"Low",45,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",46,0.0495867768595042,6,"group=High",50,"Plasma-5"
"Low",46,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",47,0.0495867768595042,6,"group=High",50,"Plasma-5"
"Low",47,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",48,0.0495867768595042,6,"group=High",50,"Plasma-5"
"Low",48,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",49,0.0495867768595042,6,"group=High",50,"Plasma-5"
"Low",49,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",50,0.0413223140495868,5,"group=High",50,"Plasma-5"
"Low",50,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",51,0.0330578512396694,4,"group=High",50,"Plasma-5"
"Low",51,0.22134102985026,26,"group=Low",50,"Plasma-5"
"High",52,0.0330578512396694,4,"group=High",50,"Plasma-5"
"Low",52,0.204314796784856,24,"group=Low",50,"Plasma-5"
"High",53,0.0247933884297521,3,"group=High",50,"Plasma-5"
"Low",53,0.204314796784856,24,"group=Low",50,"Plasma-5"
"High",54,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",54,0.204314796784856,24,"group=Low",50,"Plasma-5"
"High",55,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",55,0.204314796784856,24,"group=Low",50,"Plasma-5"
"High",56,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",56,0.204314796784856,24,"group=Low",50,"Plasma-5"
"High",57,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",57,0.195801680252153,23,"group=Low",50,"Plasma-5"
"High",58,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",58,0.195801680252153,23,"group=Low",50,"Plasma-5"
"High",59,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",59,0.187288563719451,22,"group=Low",50,"Plasma-5"
"High",60,0.0165289256198347,2,"group=High",50,"Plasma-5"
"Low",60,0.178775447186749,21,"group=Low",50,"Plasma-5"
"High",61,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",61,0.170262330654047,20,"group=Low",50,"Plasma-5"
"High",62,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",62,0.170262330654047,20,"group=Low",50,"Plasma-5"
"High",63,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",63,0.160803312284377,18,"group=Low",50,"Plasma-5"
"High",64,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",64,0.151344293914708,16,"group=Low",50,"Plasma-5"
"High",65,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",65,0.151344293914708,16,"group=Low",50,"Plasma-5"
"High",66,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",66,0.151344293914708,14,"group=Low",50,"Plasma-5"
"High",67,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",67,0.151344293914708,14,"group=Low",50,"Plasma-5"
"High",68,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",68,0.151344293914708,14,"group=Low",50,"Plasma-5"
"High",69,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",69,0.140533987206515,13,"group=Low",50,"Plasma-5"
"High",70,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",70,0.140533987206515,13,"group=Low",50,"Plasma-5"
"High",71,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",71,0.129723680498321,12,"group=Low",50,"Plasma-5"
"High",72,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",72,0.129723680498321,12,"group=Low",50,"Plasma-5"
"High",73,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",73,0.129723680498321,11,"group=Low",50,"Plasma-5"
"High",74,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",74,0.129723680498321,10,"group=Low",50,"Plasma-5"
"High",75,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",75,0.129723680498321,8,"group=Low",50,"Plasma-5"
"High",76,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",76,0.129723680498321,8,"group=Low",50,"Plasma-5"
"High",77,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",77,0.129723680498321,8,"group=Low",50,"Plasma-5"
"High",78,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",78,0.129723680498321,8,"group=Low",50,"Plasma-5"
"High",79,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",79,0.129723680498321,7,"group=Low",50,"Plasma-5"
"High",80,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",80,0.129723680498321,7,"group=Low",50,"Plasma-5"
"High",81,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",81,0.111191726141418,6,"group=Low",50,"Plasma-5"
"High",82,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",82,0.111191726141418,6,"group=Low",50,"Plasma-5"
"High",83,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",83,0.0926597717845151,5,"group=Low",50,"Plasma-5"
"High",84,0.00826446280991736,1,"group=High",50,"Plasma-5"
"Low",84,0.0926597717845151,5,"group=Low",50,"Plasma-5"
"High",85,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",85,0.0926597717845151,5,"group=Low",50,"Plasma-5"
"High",86,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",86,0.0926597717845151,5,"group=Low",50,"Plasma-5"
"High",87,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",87,0.0926597717845151,5,"group=Low",50,"Plasma-5"
"High",88,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",88,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",89,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",89,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",90,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",90,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",91,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",91,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",92,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",92,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",93,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",93,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",94,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",94,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",95,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",95,0.0741278174276121,4,"group=Low",50,"Plasma-5"
"High",96,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",96,0.0741278174276121,3,"group=Low",50,"Plasma-5"
"High",97,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",97,0.0741278174276121,3,"group=Low",50,"Plasma-5"
"High",98,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",98,0.0741278174276121,3,"group=Low",50,"Plasma-5"
"High",99,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",99,0.0741278174276121,3,"group=Low",50,"Plasma-5"
"High",100,0.00826446280991736,0,"group=High",50,"Plasma-5"
"Low",100,0.0741278174276121,3,"group=Low",50,"Plasma-5"
"High",0,1,120,"group=High",51,"Plasma-5"
"Low",0,1,128,"group=Low",51,"Plasma-5"
"High",1,0.991666666666667,119,"group=High",51,"Plasma-5"
"Low",1,0.9921875,127,"group=Low",51,"Plasma-5"
"High",2,0.958333333333334,116,"group=High",51,"Plasma-5"
"Low",2,0.9375,120,"group=Low",51,"Plasma-5"
"High",3,0.9,110,"group=High",51,"Plasma-5"
"Low",3,0.8671875,113,"group=Low",51,"Plasma-5"
"High",4,0.858333333333334,103,"group=High",51,"Plasma-5"
"Low",4,0.8515625,111,"group=Low",51,"Plasma-5"
"High",5,0.825,99,"group=High",51,"Plasma-5"
"Low",5,0.8203125,105,"group=Low",51,"Plasma-5"
"High",6,0.783333333333334,94,"group=High",51,"Plasma-5"
"Low",6,0.78125,100,"group=Low",51,"Plasma-5"
"High",7,0.733333333333334,88,"group=High",51,"Plasma-5"
"Low",7,0.7578125,98,"group=Low",51,"Plasma-5"
"High",8,0.675000000000001,83,"group=High",51,"Plasma-5"
"Low",8,0.75,96,"group=Low",51,"Plasma-5"
"High",9,0.65,80,"group=High",51,"Plasma-5"
"Low",9,0.6953125,89,"group=Low",51,"Plasma-5"
"High",10,0.583333333333334,70,"group=High",51,"Plasma-5"
"Low",10,0.6640625,85,"group=Low",51,"Plasma-5"
"High",11,0.55,66,"group=High",51,"Plasma-5"
"Low",11,0.625,81,"group=Low",51,"Plasma-5"
"High",12,0.516666666666667,62,"group=High",51,"Plasma-5"
"Low",12,0.5859375,76,"group=Low",51,"Plasma-5"
"High",13,0.45,54,"group=High",51,"Plasma-5"
"Low",13,0.578125,74,"group=Low",51,"Plasma-5"
"High",14,0.425,52,"group=High",51,"Plasma-5"
"Low",14,0.5546875,71,"group=Low",51,"Plasma-5"
"High",15,0.383333333333334,46,"group=High",51,"Plasma-5"
"Low",15,0.5390625,69,"group=Low",51,"Plasma-5"
"High",16,0.358333333333334,43,"group=High",51,"Plasma-5"
"Low",16,0.53125,68,"group=Low",51,"Plasma-5"
"High",17,0.341666666666667,41,"group=High",51,"Plasma-5"
"Low",17,0.5234375,67,"group=Low",51,"Plasma-5"
"High",18,0.3,36,"group=High",51,"Plasma-5"
"Low",18,0.515625,66,"group=Low",51,"Plasma-5"
"High",19,0.275,33,"group=High",51,"Plasma-5"
"Low",19,0.4921875,64,"group=Low",51,"Plasma-5"
"High",20,0.266666666666667,32,"group=High",51,"Plasma-5"
"Low",20,0.46875,60,"group=Low",51,"Plasma-5"
"High",21,0.233333333333333,28,"group=High",51,"Plasma-5"
"Low",21,0.453125,58,"group=Low",51,"Plasma-5"
"High",22,0.225,27,"group=High",51,"Plasma-5"
"Low",22,0.4375,56,"group=Low",51,"Plasma-5"
"High",23,0.216666666666667,26,"group=High",51,"Plasma-5"
"Low",23,0.4140625,53,"group=Low",51,"Plasma-5"
"High",24,0.166666666666667,21,"group=High",51,"Plasma-5"
"Low",24,0.39828431372549,51,"group=Low",51,"Plasma-5"
"High",25,0.15,19,"group=High",51,"Plasma-5"
"Low",25,0.38235294117647,48,"group=Low",51,"Plasma-5"
"High",26,0.141666666666667,17,"group=High",51,"Plasma-5"
"Low",26,0.366421568627451,46,"group=Low",51,"Plasma-5"
"High",27,0.133333333333333,16,"group=High",51,"Plasma-5"
"Low",27,0.350490196078431,44,"group=Low",51,"Plasma-5"
"High",28,0.133333333333333,16,"group=High",51,"Plasma-5"
"Low",28,0.350490196078431,44,"group=Low",51,"Plasma-5"
"High",29,0.116666666666667,14,"group=High",51,"Plasma-5"
"Low",29,0.342524509803921,43,"group=Low",51,"Plasma-5"
"High",30,0.108333333333333,13,"group=High",51,"Plasma-5"
"Low",30,0.3343691643324,42,"group=Low",51,"Plasma-5"
"High",31,0.1,12,"group=High",51,"Plasma-5"
"Low",31,0.326213818860878,40,"group=Low",51,"Plasma-5"
"High",32,0.1,12,"group=High",51,"Plasma-5"
"Low",32,0.309903127917834,38,"group=Low",51,"Plasma-5"
"High",33,0.1,12,"group=High",51,"Plasma-5"
"Low",33,0.301747782446312,37,"group=Low",51,"Plasma-5"
"High",34,0.0916666666666667,11,"group=High",51,"Plasma-5"
"Low",34,0.285437091503268,35,"group=Low",51,"Plasma-5"
"High",35,0.0916666666666667,11,"group=High",51,"Plasma-5"
"Low",35,0.285437091503268,35,"group=Low",51,"Plasma-5"
"High",36,0.0916666666666667,11,"group=High",51,"Plasma-5"
"Low",36,0.277281746031746,34,"group=Low",51,"Plasma-5"
"High",37,0.0916666666666667,11,"group=High",51,"Plasma-5"
"Low",37,0.260971055088702,32,"group=Low",51,"Plasma-5"
"High",38,0.075,9,"group=High",51,"Plasma-5"
"Low",38,0.25281570961718,31,"group=Low",51,"Plasma-5"
"High",39,0.075,9,"group=High",51,"Plasma-5"
"Low",39,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",40,0.075,9,"group=High",51,"Plasma-5"
"Low",40,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",41,0.0666666666666667,8,"group=High",51,"Plasma-5"
"Low",41,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",42,0.0666666666666667,8,"group=High",51,"Plasma-5"
"Low",42,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",43,0.0666666666666667,8,"group=High",51,"Plasma-5"
"Low",43,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",44,0.0666666666666667,8,"group=High",51,"Plasma-5"
"Low",44,0.236505018674136,29,"group=Low",51,"Plasma-5"
"High",45,0.05,6,"group=High",51,"Plasma-5"
"Low",45,0.228058410864346,27,"group=Low",51,"Plasma-5"
"High",46,0.0416666666666667,5,"group=High",51,"Plasma-5"
"Low",46,0.228058410864346,27,"group=Low",51,"Plasma-5"
"High",47,0.0416666666666667,5,"group=High",51,"Plasma-5"
"Low",47,0.228058410864346,27,"group=Low",51,"Plasma-5"
