"group","time","surv","n_risk","strata","repeat_id","signature"
"Low",28,0.3617963314358,44,"group=Low",81,"Plasma-5"
"High",29,0.112903225806452,14,"group=High",81,"Plasma-5"
"Low",29,0.353573687539532,43,"group=Low",81,"Plasma-5"
"High",30,0.10483870967742,13,"group=High",81,"Plasma-5"
"Low",30,0.345155266407638,42,"group=Low",81,"Plasma-5"
"High",31,0.0967741935483872,12,"group=High",81,"Plasma-5"
"Low",31,0.336736845275745,40,"group=Low",81,"Plasma-5"
"High",32,0.0967741935483872,12,"group=High",81,"Plasma-5"
"Low",32,0.319900003011958,38,"group=Low",81,"Plasma-5"
"High",33,0.0967741935483872,12,"group=High",81,"Plasma-5"
"Low",33,0.311481581880064,37,"group=Low",81,"Plasma-5"
"High",34,0.088709677419355,11,"group=High",81,"Plasma-5"
"Low",34,0.294644739616277,35,"group=Low",81,"Plasma-5"
"High",35,0.088709677419355,11,"group=High",81,"Plasma-5"
"Low",35,0.294644739616277,35,"group=Low",81,"Plasma-5"
"High",36,0.088709677419355,11,"group=High",81,"Plasma-5"
"Low",36,0.286226318484383,34,"group=Low",81,"Plasma-5"
"High",37,0.088709677419355,11,"group=High",81,"Plasma-5"
"Low",37,0.269389476220596,32,"group=Low",81,"Plasma-5"
"High",38,0.0725806451612904,9,"group=High",81,"Plasma-5"
"Low",38,0.260971055088702,31,"group=Low",81,"Plasma-5"
"High",39,0.0725806451612904,9,"group=High",81,"Plasma-5"
"Low",39,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",40,0.0725806451612904,9,"group=High",81,"Plasma-5"
"Low",40,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",41,0.0645161290322581,8,"group=High",81,"Plasma-5"
"Low",41,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",42,0.0645161290322581,8,"group=High",81,"Plasma-5"
"Low",42,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",43,0.0645161290322581,8,"group=High",81,"Plasma-5"
"Low",43,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",44,0.0645161290322581,8,"group=High",81,"Plasma-5"
"Low",44,0.244134212824915,29,"group=Low",81,"Plasma-5"
"High",45,0.0483870967741936,6,"group=High",81,"Plasma-5"
"Low",45,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",46,0.0403225806451613,5,"group=High",81,"Plasma-5"
"Low",46,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",47,0.0403225806451613,5,"group=High",81,"Plasma-5"
"Low",47,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",48,0.0403225806451613,5,"group=High",81,"Plasma-5"
"Low",48,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",49,0.0403225806451613,5,"group=High",81,"Plasma-5"
"Low",49,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",50,0.0322580645161291,4,"group=High",81,"Plasma-5"
"Low",50,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",51,0.0241935483870968,3,"group=High",81,"Plasma-5"
"Low",51,0.235415133795454,27,"group=Low",81,"Plasma-5"
"High",52,0.0241935483870968,3,"group=High",81,"Plasma-5"
"Low",52,0.217976975736531,25,"group=Low",81,"Plasma-5"
"High",53,0.0161290322580645,2,"group=High",81,"Plasma-5"
"Low",53,0.217976975736531,25,"group=Low",81,"Plasma-5"
"High",54,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",54,0.217976975736531,25,"group=Low",81,"Plasma-5"
"High",55,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",55,0.217976975736531,25,"group=Low",81,"Plasma-5"
"High",56,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",56,0.217976975736531,25,"group=Low",81,"Plasma-5"
"High",57,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",57,0.20925789670707,24,"group=Low",81,"Plasma-5"
"High",58,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",58,0.20925789670707,24,"group=Low",81,"Plasma-5"
"High",59,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",59,0.200538817677609,23,"group=Low",81,"Plasma-5"
"High",60,0.00806451612903227,1,"group=High",81,"Plasma-5"
"Low",60,0.191819738648147,22,"group=Low",81,"Plasma-5"
"High",61,0,0,"group=High",81,"Plasma-5"
"Low",61,0.183100659618686,21,"group=Low",81,"Plasma-5"
"High",62,0,0,"group=High",81,"Plasma-5"
"Low",62,0.183100659618686,21,"group=Low",81,"Plasma-5"
"High",63,0,0,"group=High",81,"Plasma-5"
"Low",63,0.17346378279665,19,"group=Low",81,"Plasma-5"
"High",64,0,0,"group=High",81,"Plasma-5"
"Low",64,0.163826905974614,17,"group=Low",81,"Plasma-5"
"High",65,0,0,"group=High",81,"Plasma-5"
"Low",65,0.163826905974614,17,"group=Low",81,"Plasma-5"
"High",66,0,0,"group=High",81,"Plasma-5"
"Low",66,0.163826905974614,15,"group=Low",81,"Plasma-5"
"High",67,0,0,"group=High",81,"Plasma-5"
"Low",67,0.163826905974614,15,"group=Low",81,"Plasma-5"
"High",68,0,0,"group=High",81,"Plasma-5"
"Low",68,0.163826905974614,15,"group=Low",81,"Plasma-5"
"High",69,0,0,"group=High",81,"Plasma-5"
"Low",69,0.152905112242973,14,"group=Low",81,"Plasma-5"
"High",70,0,0,"group=High",81,"Plasma-5"
"Low",70,0.152905112242973,14,"group=Low",81,"Plasma-5"
"High",71,0,0,"group=High",81,"Plasma-5"
"Low",71,0.141983318511332,13,"group=Low",81,"Plasma-5"
"High",72,0,0,"group=High",81,"Plasma-5"
"Low",72,0.141983318511332,13,"group=Low",81,"Plasma-5"
"High",73,0,0,"group=High",81,"Plasma-5"
"Low",73,0.141983318511332,12,"group=Low",81,"Plasma-5"
"High",74,0,0,"group=High",81,"Plasma-5"
"Low",74,0.141983318511332,11,"group=Low",81,"Plasma-5"
"High",75,0,0,"group=High",81,"Plasma-5"
"Low",75,0.141983318511332,9,"group=Low",81,"Plasma-5"
"High",76,0,0,"group=High",81,"Plasma-5"
"Low",76,0.141983318511332,9,"group=Low",81,"Plasma-5"
"High",77,0,0,"group=High",81,"Plasma-5"
"Low",77,0.141983318511332,9,"group=Low",81,"Plasma-5"
"High",78,0,0,"group=High",81,"Plasma-5"
"Low",78,0.141983318511332,9,"group=Low",81,"Plasma-5"
"High",79,0,0,"group=High",81,"Plasma-5"
"Low",79,0.141983318511332,8,"group=Low",81,"Plasma-5"
"High",80,0,0,"group=High",81,"Plasma-5"
"Low",80,0.141983318511332,8,"group=Low",81,"Plasma-5"
"High",81,0,0,"group=High",81,"Plasma-5"
"Low",81,0.124235403697416,7,"group=Low",81,"Plasma-5"
"High",82,0,0,"group=High",81,"Plasma-5"
"Low",82,0.124235403697416,7,"group=Low",81,"Plasma-5"
"High",83,0,0,"group=High",81,"Plasma-5"
"Low",83,0.106487488883499,6,"group=Low",81,"Plasma-5"
"High",84,0,0,"group=High",81,"Plasma-5"
"Low",84,0.106487488883499,6,"group=Low",81,"Plasma-5"
"High",85,0,0,"group=High",81,"Plasma-5"
"Low",85,0.106487488883499,5,"group=Low",81,"Plasma-5"
"High",86,0,0,"group=High",81,"Plasma-5"
"Low",86,0.106487488883499,5,"group=Low",81,"Plasma-5"
"High",87,0,0,"group=High",81,"Plasma-5"
"Low",87,0.106487488883499,5,"group=Low",81,"Plasma-5"
"High",88,0,0,"group=High",81,"Plasma-5"
"Low",88,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",89,0,0,"group=High",81,"Plasma-5"
"Low",89,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",90,0,0,"group=High",81,"Plasma-5"
"Low",90,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",91,0,0,"group=High",81,"Plasma-5"
"Low",91,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",92,0,0,"group=High",81,"Plasma-5"
"Low",92,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",93,0,0,"group=High",81,"Plasma-5"
"Low",93,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",94,0,0,"group=High",81,"Plasma-5"
"Low",94,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",95,0,0,"group=High",81,"Plasma-5"
"Low",95,0.0851899911067993,4,"group=Low",81,"Plasma-5"
"High",96,0,0,"group=High",81,"Plasma-5"
"Low",96,0.0851899911067993,3,"group=Low",81,"Plasma-5"
"High",97,0,0,"group=High",81,"Plasma-5"
"Low",97,0.0851899911067993,3,"group=Low",81,"Plasma-5"
"High",98,0,0,"group=High",81,"Plasma-5"
"Low",98,0.0851899911067993,3,"group=Low",81,"Plasma-5"
"High",99,0,0,"group=High",81,"Plasma-5"
"Low",99,0.0851899911067993,3,"group=Low",81,"Plasma-5"
"High",100,0,0,"group=High",81,"Plasma-5"
"Low",100,0.0851899911067993,3,"group=Low",81,"Plasma-5"
"High",0,1,121,"group=High",82,"Plasma-5"
"Low",0,1,127,"group=Low",82,"Plasma-5"
"High",1,0.991735537190083,120,"group=High",82,"Plasma-5"
"Low",1,0.992125984251968,126,"group=Low",82,"Plasma-5"
"High",2,0.958677685950413,117,"group=High",82,"Plasma-5"
"Low",2,0.937007874015748,119,"group=Low",82,"Plasma-5"
"High",3,0.892561983471075,109,"group=High",82,"Plasma-5"
"Low",3,0.874015748031496,114,"group=Low",82,"Plasma-5"
"High",4,0.859504132231405,104,"group=High",82,"Plasma-5"
"Low",4,0.850393700787402,110,"group=Low",82,"Plasma-5"
"High",5,0.826446280991736,100,"group=High",82,"Plasma-5"
"Low",5,0.818897637795276,104,"group=Low",82,"Plasma-5"
"High",6,0.801652892561984,97,"group=High",82,"Plasma-5"
"Low",6,0.763779527559055,97,"group=Low",82,"Plasma-5"
"High",7,0.75206611570248,91,"group=High",82,"Plasma-5"
"Low",7,0.740157480314961,95,"group=Low",82,"Plasma-5"
"High",8,0.694214876033058,86,"group=High",82,"Plasma-5"
"Low",8,0.732283464566929,93,"group=Low",82,"Plasma-5"
"High",9,0.669421487603306,83,"group=High",82,"Plasma-5"
"Low",9,0.677165354330709,86,"group=Low",82,"Plasma-5"
"High",10,0.603305785123967,73,"group=High",82,"Plasma-5"
"Low",10,0.645669291338583,82,"group=Low",82,"Plasma-5"
"High",11,0.561983471074381,69,"group=High",82,"Plasma-5"
"Low",11,0.614173228346457,78,"group=Low",82,"Plasma-5"
"High",12,0.512396694214877,63,"group=High",82,"Plasma-5"
"Low",12,0.590551181102363,75,"group=Low",82,"Plasma-5"
"High",13,0.446280991735538,54,"group=High",82,"Plasma-5"
"Low",13,0.582677165354331,74,"group=Low",82,"Plasma-5"
"High",14,0.429752066115703,53,"group=High",82,"Plasma-5"
"Low",14,0.551181102362205,70,"group=Low",82,"Plasma-5"
"High",15,0.380165289256199,46,"group=High",82,"Plasma-5"
"Low",15,0.543307086614174,69,"group=Low",82,"Plasma-5"
"High",16,0.355371900826447,43,"group=High",82,"Plasma-5"
"Low",16,0.535433070866142,68,"group=Low",82,"Plasma-5"
"High",17,0.338842975206612,41,"group=High",82,"Plasma-5"
"Low",17,0.527559055118111,67,"group=Low",82,"Plasma-5"
"High",18,0.297520661157025,36,"group=High",82,"Plasma-5"
"Low",18,0.519685039370079,66,"group=Low",82,"Plasma-5"
"High",19,0.272727272727273,33,"group=High",82,"Plasma-5"
"Low",19,0.496062992125985,64,"group=Low",82,"Plasma-5"
"High",20,0.272727272727273,33,"group=High",82,"Plasma-5"
"Low",20,0.464566929133859,59,"group=Low",82,"Plasma-5"
"High",21,0.239669421487603,29,"group=High",82,"Plasma-5"
"Low",21,0.448818897637796,57,"group=Low",82,"Plasma-5"
"High",22,0.231404958677686,28,"group=High",82,"Plasma-5"
"Low",22,0.433070866141733,55,"group=Low",82,"Plasma-5"
"High",23,0.223140495867769,27,"group=High",82,"Plasma-5"
"Low",23,0.409448818897638,52,"group=Low",82,"Plasma-5"
"High",24,0.173553719008265,22,"group=High",82,"Plasma-5"
"Low",24,0.393543307086615,50,"group=Low",82,"Plasma-5"
"High",25,0.15702479338843,20,"group=High",82,"Plasma-5"
"Low",25,0.37748031496063,47,"group=Low",82,"Plasma-5"
"High",26,0.15702479338843,19,"group=High",82,"Plasma-5"
"Low",26,0.353385826771654,44,"group=Low",82,"Plasma-5"
"High",27,0.148760330578512,18,"group=High",82,"Plasma-5"
"Low",27,0.33732283464567,42,"group=Low",82,"Plasma-5"
"High",28,0.148760330578512,18,"group=High",82,"Plasma-5"
"Low",28,0.33732283464567,42,"group=Low",82,"Plasma-5"
"High",29,0.12396694214876,15,"group=High",82,"Plasma-5"
"Low",29,0.33732283464567,42,"group=Low",82,"Plasma-5"
"High",30,0.115702479338843,14,"group=High",82,"Plasma-5"
"Low",30,0.3290954484348,41,"group=Low",82,"Plasma-5"
"High",31,0.107438016528926,13,"group=High",82,"Plasma-5"
"Low",31,0.32086806222393,39,"group=Low",82,"Plasma-5"
"High",32,0.107438016528926,13,"group=High",82,"Plasma-5"
"Low",32,0.30441328980219,37,"group=Low",82,"Plasma-5"
"High",33,0.107438016528926,13,"group=High",82,"Plasma-5"
"Low",33,0.29618590359132,36,"group=Low",82,"Plasma-5"
"High",34,0.0991735537190083,12,"group=High",82,"Plasma-5"
"Low",34,0.27973113116958,34,"group=Low",82,"Plasma-5"
"High",35,0.0991735537190083,12,"group=High",82,"Plasma-5"
"Low",35,0.27973113116958,34,"group=Low",82,"Plasma-5"
"High",36,0.0991735537190083,12,"group=High",82,"Plasma-5"
"Low",36,0.27150374495871,33,"group=Low",82,"Plasma-5"
"High",37,0.0991735537190083,12,"group=High",82,"Plasma-5"
"Low",37,0.25504897253697,31,"group=Low",82,"Plasma-5"
"High",38,0.0826446280991736,10,"group=High",82,"Plasma-5"
"Low",38,0.2468215863261,30,"group=Low",82,"Plasma-5"
"High",39,0.0826446280991736,10,"group=High",82,"Plasma-5"
"Low",39,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",40,0.0826446280991736,10,"group=High",82,"Plasma-5"
"Low",40,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",41,0.0743801652892562,9,"group=High",82,"Plasma-5"
"Low",41,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",42,0.0743801652892562,9,"group=High",82,"Plasma-5"
"Low",42,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",43,0.0743801652892562,9,"group=High",82,"Plasma-5"
"Low",43,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",44,0.0743801652892562,9,"group=High",82,"Plasma-5"
"Low",44,0.23036681390436,28,"group=Low",82,"Plasma-5"
"High",45,0.0578512396694215,7,"group=High",82,"Plasma-5"
"Low",45,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",46,0.0495867768595042,6,"group=High",82,"Plasma-5"
"Low",46,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",47,0.0495867768595042,6,"group=High",82,"Plasma-5"
"Low",47,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",48,0.0495867768595042,6,"group=High",82,"Plasma-5"
"Low",48,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",49,0.0495867768595042,6,"group=High",82,"Plasma-5"
"Low",49,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",50,0.0413223140495868,5,"group=High",82,"Plasma-5"
"Low",50,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",51,0.0330578512396694,4,"group=High",82,"Plasma-5"
"Low",51,0.22183470968568,26,"group=Low",82,"Plasma-5"
"High",52,0.0330578512396694,4,"group=High",82,"Plasma-5"
"Low",52,0.20477050124832,24,"group=Low",82,"Plasma-5"
"High",53,0.0247933884297521,3,"group=High",82,"Plasma-5"
"Low",53,0.20477050124832,24,"group=Low",82,"Plasma-5"
"High",54,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",54,0.20477050124832,24,"group=Low",82,"Plasma-5"
"High",55,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",55,0.20477050124832,24,"group=Low",82,"Plasma-5"
"High",56,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",56,0.20477050124832,24,"group=Low",82,"Plasma-5"
"High",57,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",57,0.19623839702964,23,"group=Low",82,"Plasma-5"
"High",58,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",58,0.19623839702964,23,"group=Low",82,"Plasma-5"
"High",59,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",59,0.18770629281096,22,"group=Low",82,"Plasma-5"
"High",60,0.0165289256198347,2,"group=High",82,"Plasma-5"
"Low",60,0.17917418859228,21,"group=Low",82,"Plasma-5"
"High",61,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",61,0.1706420843736,20,"group=Low",82,"Plasma-5"
"High",62,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",62,0.1706420843736,20,"group=Low",82,"Plasma-5"
"High",63,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",63,0.161161968575066,18,"group=Low",82,"Plasma-5"
"High",64,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",64,0.151681852776533,16,"group=Low",82,"Plasma-5"
"High",65,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",65,0.151681852776533,16,"group=Low",82,"Plasma-5"
"High",66,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",66,0.151681852776533,14,"group=Low",82,"Plasma-5"
"High",67,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",67,0.151681852776533,14,"group=Low",82,"Plasma-5"
"High",68,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",68,0.151681852776533,14,"group=Low",82,"Plasma-5"
"High",69,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",69,0.140847434721066,13,"group=Low",82,"Plasma-5"
"High",70,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",70,0.140847434721066,13,"group=Low",82,"Plasma-5"
"High",71,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",71,0.1300130166656,12,"group=Low",82,"Plasma-5"
"High",72,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",72,0.1300130166656,12,"group=Low",82,"Plasma-5"
"High",73,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",73,0.1300130166656,11,"group=Low",82,"Plasma-5"
"High",74,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",74,0.1300130166656,10,"group=Low",82,"Plasma-5"
"High",75,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",75,0.1300130166656,8,"group=Low",82,"Plasma-5"
"High",76,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",76,0.1300130166656,8,"group=Low",82,"Plasma-5"
"High",77,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",77,0.1300130166656,8,"group=Low",82,"Plasma-5"
"High",78,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",78,0.1300130166656,8,"group=Low",82,"Plasma-5"
"High",79,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",79,0.1300130166656,7,"group=Low",82,"Plasma-5"
"High",80,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",80,0.1300130166656,7,"group=Low",82,"Plasma-5"
"High",81,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",81,0.111439728570514,6,"group=Low",82,"Plasma-5"
"High",82,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",82,0.111439728570514,6,"group=Low",82,"Plasma-5"
"High",83,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",83,0.0928664404754284,5,"group=Low",82,"Plasma-5"
"High",84,0.00826446280991736,1,"group=High",82,"Plasma-5"
"Low",84,0.0928664404754284,5,"group=Low",82,"Plasma-5"
"High",85,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",85,0.0928664404754284,5,"group=Low",82,"Plasma-5"
"High",86,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",86,0.0928664404754284,5,"group=Low",82,"Plasma-5"
"High",87,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",87,0.0928664404754284,5,"group=Low",82,"Plasma-5"
"High",88,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",88,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",89,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",89,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",90,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",90,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",91,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",91,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",92,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",92,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",93,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",93,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",94,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",94,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",95,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",95,0.0742931523803427,4,"group=Low",82,"Plasma-5"
"High",96,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",96,0.0742931523803427,3,"group=Low",82,"Plasma-5"
"High",97,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",97,0.0742931523803427,3,"group=Low",82,"Plasma-5"
"High",98,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",98,0.0742931523803427,3,"group=Low",82,"Plasma-5"
"High",99,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",99,0.0742931523803427,3,"group=Low",82,"Plasma-5"
"High",100,0.00826446280991736,0,"group=High",82,"Plasma-5"
"Low",100,0.0742931523803427,3,"group=Low",82,"Plasma-5"
"High",0,1,123,"group=High",83,"Plasma-5"
"Low",0,1,125,"group=Low",83,"Plasma-5"
"High",1,0.991869918699187,122,"group=High",83,"Plasma-5"
"Low",1,0.992,124,"group=Low",83,"Plasma-5"
"High",2,0.934959349593496,116,"group=High",83,"Plasma-5"
"Low",2,0.96,120,"group=Low",83,"Plasma-5"
"High",3,0.878048780487805,110,"group=High",83,"Plasma-5"
"Low",3,0.888,113,"group=Low",83,"Plasma-5"
"High",4,0.83739837398374,104,"group=High",83,"Plasma-5"
"Low",4,0.872,110,"group=Low",83,"Plasma-5"
"High",5,0.804878048780488,99,"group=High",83,"Plasma-5"
"Low",5,0.84,105,"group=Low",83,"Plasma-5"
"High",6,0.780487804878049,96,"group=High",83,"Plasma-5"
"Low",6,0.784,98,"group=Low",83,"Plasma-5"
"High",7,0.723577235772358,90,"group=High",83,"Plasma-5"
"Low",7,0.768,96,"group=Low",83,"Plasma-5"
"High",8,0.682926829268293,85,"group=High",83,"Plasma-5"
"Low",8,0.744,94,"group=Low",83,"Plasma-5"
"High",9,0.650406504065041,82,"group=High",83,"Plasma-5"
"Low",9,0.696,87,"group=Low",83,"Plasma-5"
"High",10,0.601626016260163,74,"group=High",83,"Plasma-5"
"Low",10,0.648,81,"group=Low",83,"Plasma-5"
"High",11,0.560975609756098,70,"group=High",83,"Plasma-5"
"Low",11,0.616,77,"group=Low",83,"Plasma-5"
"High",12,0.504065040650407,63,"group=High",83,"Plasma-5"
"Low",12,0.6,75,"group=Low",83,"Plasma-5"
"High",13,0.463414634146342,57,"group=High",83,"Plasma-5"
"Low",13,0.568,71,"group=Low",83,"Plasma-5"
"High",14,0.447154471544716,56,"group=High",83,"Plasma-5"
"Low",14,0.536,67,"group=Low",83,"Plasma-5"
"High",15,0.398373983739838,49,"group=High",83,"Plasma-5"
"Low",15,0.528,66,"group=Low",83,"Plasma-5"
"High",16,0.365853658536586,45,"group=High",83,"Plasma-5"
"Low",16,0.528,66,"group=Low",83,"Plasma-5"
"High",17,0.34959349593496,43,"group=High",83,"Plasma-5"
"Low",17,0.52,65,"group=Low",83,"Plasma-5"
"High",18,0.333333333333334,41,"group=High",83,"Plasma-5"
"Low",18,0.488,61,"group=Low",83,"Plasma-5"
"High",19,0.308943089430895,38,"group=High",83,"Plasma-5"
"Low",19,0.464,59,"group=Low",83,"Plasma-5"
"High",20,0.300813008130082,37,"group=High",83,"Plasma-5"
"Low",20,0.44,55,"group=Low",83,"Plasma-5"
"High",21,0.276422764227643,34,"group=High",83,"Plasma-5"
"Low",21,0.416,52,"group=Low",83,"Plasma-5"
"High",22,0.260162601626017,32,"group=High",83,"Plasma-5"
"Low",22,0.408,51,"group=Low",83,"Plasma-5"
"High",23,0.260162601626017,32,"group=High",83,"Plasma-5"
"Low",23,0.376,47,"group=Low",83,"Plasma-5"
"High",24,0.211382113821139,27,"group=High",83,"Plasma-5"
"Low",24,0.359822222222222,45,"group=Low",83,"Plasma-5"
"High",25,0.195121951219513,25,"group=High",83,"Plasma-5"
"Low",25,0.343466666666666,42,"group=Low",83,"Plasma-5"
"High",26,0.195121951219513,24,"group=High",83,"Plasma-5"
"Low",26,0.318933333333333,39,"group=Low",83,"Plasma-5"
"High",27,0.186991869918699,23,"group=High",83,"Plasma-5"
"Low",27,0.302577777777777,37,"group=Low",83,"Plasma-5"
"High",28,0.186991869918699,23,"group=High",83,"Plasma-5"
"Low",28,0.302577777777777,37,"group=Low",83,"Plasma-5"
"High",29,0.170731707317073,21,"group=High",83,"Plasma-5"
"Low",29,0.2944,36,"group=Low",83,"Plasma-5"
"High",30,0.16260162601626,20,"group=High",83,"Plasma-5"
"Low",30,0.285988571428571,35,"group=Low",83,"Plasma-5"
"High",31,0.154471544715447,19,"group=High",83,"Plasma-5"
"Low",31,0.277577142857143,33,"group=Low",83,"Plasma-5"
"High",32,0.154471544715447,19,"group=High",83,"Plasma-5"
"Low",32,0.260754285714285,31,"group=Low",83,"Plasma-5"
"High",33,0.154471544715447,19,"group=High",83,"Plasma-5"
"Low",33,0.252342857142857,30,"group=Low",83,"Plasma-5"
"High",34,0.146341463414634,18,"group=High",83,"Plasma-5"
"Low",34,0.23552,28,"group=Low",83,"Plasma-5"
"High",35,0.146341463414634,18,"group=High",83,"Plasma-5"
"Low",35,0.23552,28,"group=Low",83,"Plasma-5"
"High",36,0.146341463414634,18,"group=High",83,"Plasma-5"
"Low",36,0.227108571428571,27,"group=Low",83,"Plasma-5"
"High",37,0.146341463414634,18,"group=High",83,"Plasma-5"
"Low",37,0.210285714285714,25,"group=Low",83,"Plasma-5"
"High",38,0.130081300813008,16,"group=High",83,"Plasma-5"
"Low",38,0.201874285714285,24,"group=Low",83,"Plasma-5"
"High",39,0.121951219512195,15,"group=High",83,"Plasma-5"
"Low",39,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",40,0.121951219512195,15,"group=High",83,"Plasma-5"
"Low",40,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",41,0.113821138211382,14,"group=High",83,"Plasma-5"
"Low",41,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",42,0.113821138211382,14,"group=High",83,"Plasma-5"
"Low",42,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",43,0.113821138211382,14,"group=High",83,"Plasma-5"
"Low",43,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",44,0.113821138211382,14,"group=High",83,"Plasma-5"
"Low",44,0.193462857142857,23,"group=Low",83,"Plasma-5"
"High",45,0.105691056910569,13,"group=High",83,"Plasma-5"
"Low",45,0.175875324675324,20,"group=Low",83,"Plasma-5"
"High",46,0.0975609756097562,12,"group=High",83,"Plasma-5"
"Low",46,0.175875324675324,20,"group=Low",83,"Plasma-5"
"High",47,0.0975609756097562,12,"group=High",83,"Plasma-5"
"Low",47,0.175875324675324,20,"group=Low",83,"Plasma-5"
"High",48,0.0975609756097562,12,"group=High",83,"Plasma-5"
