"feature","A10_AR38_S10","A45_AR51_S18","A18_AR50_S18","A44_AR49_S18","A29_AR21_S18","A3_AR20_S3","A17_AR47_S17","A28_AR19_S18","A16_AR46_S16","A27_AR18_S18","A5_AR43_S5","A6_AR44_S6","A12_AR42_S12","A41_AR41_S18","A26_AR17_S18","A2_AR14_S2","A23_AR12_S18","A40_AR40_S18","A11_AR39_S11","A25_AR15_S18","A15_AR37_S15","A24_AR13_S18","A37_AR32_S18","A38_AR34_S18","A39_AR35_S18","A9_AR33_S9","A20_AR05_S18","A36_AR30_S18","A7_AR06_S7","A21_AR08_S18","A43_AR48_S18","A4_AR31_S4","A22_AR11_S18","A14_AR07_S14","A35_AR29_S18","A33_AR27_S18","A34_AR28_S18","A19_AR04_S18","A32_AR25_S18","A8_AR26_S8","A13_AR02_S13","A1_AR01_S1","A30_AR22_S18","A31_AR23_S18","A42_AR45_S18"
"STK4",1.61310585554892,0.893711360676113,-0.311383357013683,0.639498415517188,1.1118744039051,-1.10791516182759,0.949845241001758,-1.03495516658513,-1.10791516182759,0.304567229082832,1.02471698608559,0.56864961087552,1.5304502873098,-1.03495516658513,0.283764989735666,1.1355980100586,0.284994074750383,0.390816450379209,0.354541950816547,-1.03495516658513,-1.10791516182759,-1.03495516658513,0.683726758575525,-1.03495516658513,-1.03495516658513,0.356494762495288,2.05325483664871,0.314889107727124,-1.10791516182759,0.256042167749321,-1.09640531630742,-1.10791516182759,0.755675537676593,-1.10791516182759,-1.03495516658513,-1.03495516658513,1.63094800245335,-1.03495516658513,-1.03495516658513,0.465104140856202,-1.10791516182759,1.00755855136752,-0.317441602699639,-1.03495516658513,0.558484752193676
"NBPF1",0.125771178398773,0.792950939409045,0.446537319785513,1.17237567966236,1.12114420555761,0.7384784346199,0.923992002411418,-1.05805011258859,0.833593090902481,-1.05805011258859,0.323148114361319,-1.39055927115594,1.22394986575312,-1.05805011258859,1.24486810053497,0.713896139746197,-1.05805011258859,1.24208556953081,1.1798513801386,-0.0223017520951756,0.178188010632405,-1.05805011258859,1.19032771598339,1.2745761723906,-1.05805011258859,0.720480667186502,-1.05805011258859,-1.05805011258859,-1.39055927115594,1.1070008685812,-1.18558031558234,-1.39055927115594,1.25801849955961,-0.555174034580952,-1.05805011258859,-1.05805011258859,1.13324644211582,-1.05805011258859,-1.05805011258859,0.813254946469433,-0.468770803865985,0.94317198677086,-1.05805011258859,-1.05805011258859,0.0545916057787884
"MCTP2",-0.959208648789803,-0.349846293875816,-0.508598790883931,-0.874060750359685,0.78512004879074,-0.959208648789803,1.01264224264877,-0.945678725702251,1.16554085153804,0.504632375042676,-0.959208648789803,-0.959208648789803,0.461003311173158,-0.945678725702251,1.82445427736562,0.18352542555143,-0.945678725702251,-0.945678725702251,1.1558118199215,-0.945678725702251,-0.959208648789803,0.313428598097287,0.714243792326749,0.608075022858882,-0.945678725702251,-0.229915939593612,1.51943518869014,-0.945678725702251,-0.959208648789803,0.748793768918853,1.08501722658841,-0.959208648789803,1.45747350800331,1.42254837560575,-0.945678725702251,-0.945678725702251,1.32160202464352,-0.945678725702251,2.16641161888863,1.35397628170408,-0.959208648789803,1.1598095506341,-0.945678725702251,-0.945678725702251,-0.945678725702251
"MT-ND2",0.728395797985898,1.02247105292732,0.450640718922856,0.158807261066182,1.41381353327474,1.32210241466215,0.831790497516195,-0.415731214096203,0.330272586599648,-1.08665303248623,0.342819217544574,0.856929141926892,0.139892862344132,-1.08665303248623,-1.08665303248623,0.715969197138176,-1.08665303248623,-1.08665303248623,-0.116116906896984,-1.08665303248623,-0.213282295468437,-1.08665303248623,1.84454306635217,1.32324496094422,-1.08665303248623,1.03571242813896,-1.08665303248623,1.53351218547936,-1.67506884345385,1.4062243622296,-1.19760326964593,-0.514202151259619,1.05527913898648,0.329387517885607,-1.08665303248623,0.169170151731911,-0.398361742622374,-1.08665303248623,-1.08665303248623,0.692236838892745,-1.67506884345385,0.940739767428175,-0.563117710602804,1.28839376754561,-1.08665303248623
"TRIM11",0.111468118875819,-0.867598483460554,-1.14160781035219,-0.867598483460554,0.516449584560515,-1.14160781035219,0.944984059807274,-1.23193589190076,-1.14160781035219,-1.23193589190076,1.15518726753287,-1.14160781035219,1.28100891584263,-1.23193589190076,1.63153971774598,-0.1141716374236,1.50614168729721,0.10730227971406,1.1746759745205,-1.23193589190076,-1.14160781035219,0.104455326681587,0.486222758712715,-0.297277625194265,0.171354565072583,0.769051773406539,-0.0238277112396718,0.0359831467343674,0.116280630302758,-0.218905748345597,1.1058571573666,-1.14160781035219,-0.111039582473934,1.63383857104328,2.08906920077325,-1.23193589190076,1.42359716500914,-1.23193589190076,1.46196278387762,0.434543607248701,1.11347643724236,-0.193810013377351,-1.23193589190076,0.40196794693268,0.264794396465452
"NRXN3",-1.34605167979217,0.313247903318468,1.15103027977291,-0.870345156157138,0.95569615542558,-0.470493275582163,0.472395352046333,0.775574985452963,0.941102382379523,-1.42868357074968,-1.34605167979217,0.0293010598134712,-1.34605167979217,-0.690805614762664,1.13222003330768,0.87580178729021,-1.42868357074968,-1.42868357074968,-1.34605167979217,-0.333568172878048,-1.34605167979217,-1.42868357074968,0.895468873646453,0.931123795149614,-0.0719110676873612,0.689400727653344,0.00983412873669839,0.069233285283502,-1.34605167979217,1.04121655126855,0.771861485920037,-0.119572447018131,0.3818141077216,1.2582892525935,-1.42868357074968,-1.42868357074968,-0.0466832276996307,0.776398217868554,-1.42868357074968,0.61685945838743,-0.438565346309652,0.861508713159802,1.01499376780375,0.429008130723749,1.60345714175583
"SYNPO2",1.20695381080588,1.02092256023782,0.444833862937802,0.907748282376009,0.574522752275867,0.907326251062546,0.775215957515672,-1.13345229352185,-1.29684570910038,1.66214437651981,-1.29684570910038,0.842958585455994,0.997948512018414,1.42662264468287,0.120045559330214,0.728187284203334,-1.13345229352185,-1.13345229352185,0.458545588991624,-1.13345229352185,-1.29684570910038,-1.13345229352185,0.797991714259436,-1.13345229352185,1.25440406408949,0.406731405583919,-1.13345229352185,0.507954034600397,-1.29684570910038,0.653987567694315,-1.18083592288999,-1.29684570910038,-1.13345229352185,-0.710814420377062,-1.13345229352185,-1.13345229352185,0.892027733796516,0.646477761984333,1.98849031272797,1.05029655763334,-0.401499058371273,0.505497422794549,-0.171635234002107,-1.13345229352185,-0.0455297206823957
"DDX60",1.18252038823731,0.82128779842733,-1.16365574819658,0.748848411132664,0.756286380110036,-1.16365574819658,1.19639258685195,0.73773514389033,-0.529360403116415,-1.00834024138629,-1.16365574819658,0.688573681153785,1.4508199449797,1.35214966711632,-0.00712476873861032,0.647030130228547,-1.00834024138629,0.376156325357577,0.860152882066483,-1.00834024138629,0.635224990409378,-1.00834024138629,1.05374361958203,1.29338694768023,0.442373202273537,0.465859825922927,-1.00834024138629,1.96596628206615,-1.16365574819658,0.734445554710653,-1.09970936696496,1.17329944198849,-0.270885525291389,1.39159852817398,-1.00834024138629,-1.00834024138629,-1.00834024138629,-1.00834024138629,-1.00834024138629,0.450217510683039,-1.16365574819658,-1.16365574819658,-1.00834024138629,-1.00834024138629,0.249529218340774
"IRF1",2.05267055432668,0.992285678350067,1.43719605949221,-0.829216237034594,1.34875700950638,-0.180202263444143,1.20149955081853,-1.09846862627952,-0.415179677534325,-1.09846862627952,-1.0551095977739,-1.0551095977739,-0.567903659804348,0.465514079081311,1.49972761157004,1.45281517271257,-1.09846862627952,-1.09846862627952,0.534780599969352,-1.09846862627952,-1.0551095977739,0.189878476200661,0.762517958411228,1.71291310429639,0.254372644331009,-0.36142800152523,0.0662072952582029,0.123867914765603,-1.0551095977739,0.501036942383675,-0.829216237034594,-1.0551095977739,-0.168527653034396,-0.461574206390917,-1.09846862627952,-1.09846862627952,-1.09846862627952,0.268585541431532,-1.09846862627952,0.665735002421969,-0.148298075949437,0.770312451834016,1.57272280733522,1.63051577968206,-1.09846862627952
"MAP2",-1.14796557619712,0.71744044289368,-0.0232908460638285,-1.0634807118424,-0.12354506847526,1.36654362143864,0.182347081252918,0.191902283241647,-1.14796557619712,0.321663500199888,-1.14796557619712,-1.14796557619712,0.482196566037086,-1.16204655548847,0.625278256419787,0.888984932493899,-1.16204655548847,-1.16204655548847,0.687236876792894,-1.16204655548847,-1.14796557619712,0.398779382880634,0.55560823281893,-1.16204655548847,-1.16204655548847,-0.107595643186839,0.00240876885639308,1.40685821788321,-1.14796557619712,0.672178378858578,0.0858662822295816,0.515764268853621,-0.232281719110631,0.139765202466205,-1.16204655548847,2.98819417601431,1.44287518142349,0.204748683273928,-1.16204655548847,0.445900703031536,-1.14796557619712,1.25162511396502,-0.512433154251297,1.97559678716346,0.280602026232531
