"feature","A10_AR38_S10","A45_AR51_S18","A18_AR50_S18","A44_AR49_S18","A29_AR21_S18","A3_AR20_S3","A17_AR47_S17","A28_AR19_S18","A16_AR46_S16","A27_AR18_S18","A5_AR43_S5","A6_AR44_S6","A12_AR42_S12","A41_AR41_S18","A26_AR17_S18","A2_AR14_S2","A23_AR12_S18","A40_AR40_S18","A11_AR39_S11","A25_AR15_S18","A15_AR37_S15","A24_AR13_S18","A37_AR32_S18","A38_AR34_S18","A39_AR35_S18","A9_AR33_S9","A20_AR05_S18","A36_AR30_S18","A7_AR06_S7","A21_AR08_S18","A43_AR48_S18","A4_AR31_S4","A22_AR11_S18","A14_AR07_S14","A35_AR29_S18","A33_AR27_S18","A34_AR28_S18","A19_AR04_S18","A32_AR25_S18","A8_AR26_S8","A13_AR02_S13","A1_AR01_S1","A30_AR22_S18","A31_AR23_S18","A42_AR45_S18"
"hsa-miR-27a-3p",-0.488240950390488,0.418107629535911,0.465344215654143,-1.01423135946287,0.53285309307078,0.704655013960529,-0.241159797134121,0.0680769569815822,0.52862365009261,-0.640486111667364,1.27614769545104,-0.512756657918276,0.513333760935414,-0.0793914840467642,-0.26745019648189,-0.593468520020957,-2.97855260940803,0.818542474223367,0.784519942323692,0.455786102385578,-1.50100349543192,0.376792600892936,0.971802972436086,0.397630291446553,0.211157333246415,0.436273566402147,-0.22626684245774,-2.97855260940803,-0.814380722682712,0.225990799944561,0.178138617895538,1.12222235743238,0.695906506919866,0.815180188593252,0.934352722555159,-2.97855260940803,-0.284926266439377,0.429551830080197,0.708748918927399,1.49793729061938,0.0842321464116075,0.204604454322071,0.619678742413046,1.03614854430421,0.692037930086062
"hsa-miR-4492",-0.823719093407624,-0.523586194760861,0.29553592592071,-0.554067077831448,-0.264281663908105,-0.979781487404065,-0.86218754158283,0.735215151304903,-1.29818224087183,-2.37115537301998,-0.570961119227254,0.259919686716987,-0.0274658593162107,0.0957771567799379,-0.136221704392054,-0.00230824887435774,0.920512043327937,0.532771794191306,-0.829859628559885,-2.37115537301998,3.20055319929949,0.700778303300945,-2.37115537301998,0.140467222043839,-0.364382643822376,-0.262346820421316,1.44351685885153,0.943656322415128,0.22359670586591,0.429988112735955,-0.194306218592816,-0.565698442059492,1.23613735754699,-0.980451267299377,0.608663920337114,1.40822076704871,0.800102597149311,1.00136065946191,0.545987712879148,-0.551041408852174,0.697674835895418,0.364122984937108,-0.149243160898674,0.317178766182473,-0.396050958100614
"hsa-miR-193a-5p",-0.202394279515988,0.915460021053928,-0.434152515771296,-0.580021975273824,0.855045392314068,0.716202694109508,-0.336499307325972,0.77002159256977,-0.245537860705256,0.0477103283840349,1.70681819143955,0.698882712051443,0.0328109063390431,0.279961853678113,0.19100872086911,1.25871330911307,-2.16365748080063,0.73106768424627,0.818195960831136,-2.16365748080063,0.281913279955555,0.217210959217174,-2.16365748080063,0.0342613130520416,0.697457914269597,-0.752324089224499,-2.16365748080063,-2.16365748080063,0.0481814320798371,0.254047254417802,0.0194892467935456,-0.21692091462667,0.697596163646145,0.424489131849386,0.887460425604233,-2.16365748080063,0.997551365880022,0.168458479890703,0.131510707973607,1.100822920906,-0.628039286114341,-1.25310248249435,0.738413003397891,0.683100367358398,0.693941562112039
"hsa-miR-328-3p",-1.72805288635526,-1.34236059145445,1.03613294610553,-0.0365576920853955,1.13203094606864,1.0063443635472,0.631818192785084,-0.891229552557554,0.589752301256933,-0.891229552557554,0.527081091175731,-1.72805288635526,0.684108574408215,0.309528139621546,0.584891995112627,0.0968725490763664,-0.891229552557554,1.19118341697378,0.969054326587809,-0.891229552557554,-1.72805288635526,-0.891229552557554,-0.891229552557554,-0.891229552557554,0.329413774971139,-0.121336146902475,-0.891229552557554,-0.891229552557554,0.387970012910719,-0.891229552557554,1.01420729422688,1.00297633168237,0.948086045107705,0.826032732974578,1.35340197762282,-0.891229552557554,-0.891229552557554,-0.891229552557554,1.33130446468981,0.880450617421429,0.2457330516116,0.532858633778136,1.23163938657706,1.30068510202934,1.39429644634979
"hsa-miR-31-5p",-1.20444892596909,0.36441366888805,-1.20444892596909,-0.0175700832051506,-0.0666424022882005,-1.20444892596909,-1.20444892596909,0.369245013070616,0.475275484857552,0.815165458667439,-0.0353603922845493,-1.20444892596909,-0.117327403520391,-0.449488052169756,-0.156315158754028,-1.20444892596909,1.65801421345466,0.244740180055266,-1.20444892596909,0.80556045945406,1.08896564494221,0.449027615949161,1.58138601566174,0.299707111354488,-0.783142005740716,-1.20444892596909,1.10912416458131,2.05917048788083,1.71664463495251,0.84217275100422,0.813132204435439,-1.20444892596909,0.129255180443049,0.0151297074287879,0.958361276051898,2.33573915984886,0.787288799904056,0.385636382876327,0.078540599427821,0.21956046535017,0.817500419935836,-1.20444892596909,-0.0562097022621488,-0.2211997644383,0.219929951637629
"hsa-miR-589-5p",-1.20874739122695,-1.31703349374864,-1.20874739122695,0.551156084687511,1.07683360665072,-1.20874739122695,-1.20874739122695,-0.880781404708239,0.377809581017858,-0.880781404708239,0.111423749493096,0.711711723357063,0.320358164659521,0.643419023280129,0.74879394226479,0.924807402716692,-0.880781404708239,-0.880781404708239,0.667446084039876,-0.880781404708239,-1.20874739122695,-0.880781404708239,-0.880781404708239,-0.880781404708239,1.01122790911918,-1.20874739122695,1.19340454991747,-0.880781404708239,1.0862234214971,-0.880781404708239,0.997318192035957,-1.20874739122695,1.149744711511,1.03984232576835,-0.880781404708239,-0.880781404708239,1.58156030299588,0.676255005359003,1.26428773549024,1.06023279609475,1.25916070410287,1.19972637949858,0.968498442634912,0.713128196261956,0.62422197614512
"hsa-miR-342-3p",-3.77404489280382,-1.10764968689467,0.685526266404938,-0.000633429390886435,0.849830197062444,0.603675302190867,0.238801376013055,0.588074720675379,0.498222968465251,-1.95354743087931,0.727407770281459,0.139264474606251,0.687655903826548,0.228350047335406,0.202463806144291,-1.50252929430266,1.16576487873959,0.664339019446212,0.547722186369696,-1.95354743087931,-0.231972462225738,0.7219913970066,0.843647068406167,0.30580983750508,0.184080896848251,0.380657949108642,0.2301772403878,-1.95354743087931,0.0247246182700943,-1.95354743087931,0.552692110522157,-0.0830117189562525,1.08384832448241,0.0289960881821368,0.193985459811698,-1.95354743087931,-1.95354743087931,0.498404076666114,0.595951247488683,0.231239295111314,0.212890948282479,0.269970461408474,0.504329655756361,1.11116140008156,0.207788399205704
"hsa-miR-148b-3p",-1.52398903718269,-1.00786379148066,1.04626857038955,0.655904551115655,-0.855372660151874,0.891532559310132,-1.52398903718269,-0.855372660151874,0.698326743740686,-0.855372660151874,0.433269925988411,0.321915934173908,0.243014905865836,-0.855372660151874,0.481293137182289,0.225752751231465,2.14087829959545,0.679361440176999,0.580833392665518,-0.855372660151874,-1.52398903718269,0.729342820235081,-0.855372660151874,-0.855372660151874,0.598067443534517,1.16578512522732,-0.855372660151874,-0.855372660151874,-1.52398903718269,-0.855372660151874,-1.00786379148066,1.31894500732928,1.02227418788595,0.770889530643299,1.43603688533306,-0.855372660151874,-0.855372660151874,-0.855372660151874,1.12819321361107,1.06511613501054,0.670621089380391,-0.0521216643546714,0.677218920013376,1.15599947353202,0.788575474053473
"hsa-miR-7-5p",-0.928919598511561,-0.119995122497505,-1.76784274395994,0.0117478559675455,-0.257871249354757,0.106700952496419,0.0885387350296773,-2.3727958891612,0.401241796793064,-2.3727958891612,1.30492941521093,-0.101172223042682,0.17733227277027,0.0945796553557705,0.44487274660733,0.53946346729884,-2.3727958891612,0.0564876480887863,-1.29215048835729,0.385307234937573,-0.716477638107767,0.677090545419448,1.21717142336836,0.43598779599224,0.0161340834994816,0.560643164160151,0.994948380674668,1.08654636957111,1.75121831775378,0.550481486260357,-0.796221642336857,-0.363250381524122,0.404990632204487,0.26758867692423,-0.00779350363312007,1.89304373679385,1.12480644516291,-0.250579503791402,-0.391323599664225,-0.599800621440015,-0.304066638926281,0.579372592439866,0.186677447545512,-0.0749721914942874,0.515490656568993
"hsa-miR-122-5p",-0.520233009085468,-0.114464740186399,-1.45258631824939,-0.107320577790084,-0.227325801987407,0.155001246223648,-0.416926310499875,0.289907887229787,-0.0157113598835637,-0.586983675216912,-0.118921333976701,-0.884439276293697,-1.81262579315736,-0.469442352649159,-0.20645025920614,2.03296133143133,0.599911605068244,0.0563725514979755,0.906725597105259,0.526208028808747,-0.310159175251126,0.146566124970707,-3.59564070616414,0.646513997841871,-0.828218813026214,-0.211459477953444,0.603903758728403,0.30735140187329,0.47043933539312,0.742070583077554,0.729243384885998,-0.358123778233567,0.0839864293269134,0.156586651739849,0.248166372251888,-3.59564070616414,0.641891667991072,0.347652339677823,0.424959445642526,0.664532452991604,1.30135545147759,0.0720092745261085,0.635442347029458,0.0366327676691914,-0.294309255278612
